season,episode,character,sentence
4,3,JACK,Did Ben ever mention knowing anyone off the island? You're sure of that?
4,3,JULIET,No.
4,3,MILES,"Look, this is real simple. Do you know where he is or don't you?"
4,3,JACK,What do you want with him?
4,3,MILES,I want to locate him.
4,3,MILES,"The people who hired me told me his name’s Benjamin Linus, I don't know anything else. They gave me the picture, that's all they told me."
4,3,MILES,"They told me ""find him,"" and for what they're paying me I don't need to know anything else, do you?"
4,3,JACK,"Okay, you want Ben. He's with Locke, and your friend—"
4,3,MILES,Charlotte.
4,3,JACK,"Charlotte. John's got her, too. And we know where they're headed."
4,3,MILES,"Locke’s the guy who killed Naomi. Give me back my gun, Shepherd."
4,3,JACK,You want your gun back? I want answers.
4,3,JACK,"You don’t trust me, I don't trust you."
4,3,MILES,"You're supposed to be dead. But am I asking a million questions? No. We both have the same problem, this Locke guy."
4,3,KATE,"Even if Locke has your friend, you can’t just waltz in there and grab her. They're armed."
4,3,MILES,Well how 'bout that? So are we! So why don't we move out?
4,3,SAYID,You're not going anywhere. Will that helicopter fly?
4,3,FRANK,It's what she does.
4,3,SAYID,Then you can take me to your ship.
4,3,JACK,"Sayid, wait a second."
4,3,SAYID,"We did call these people to get us off this island, didn't we?"
4,3,SAYID,Well?
4,3,FRANK,"We burned a lot of fuel coming in, it can't carry much weight. I'll take three of you."
4,3,MILES,"In case you zoned out while you were tweezing your goatee, one of these yahoos took Charlotte prisoner."
4,3,SAYID,"I can bring her back. Safely. And if I do, will you take me to the ship?"
4,3,FRANK,"Absolutely. You bring Charlotte back safe, and I will take you off this island."
4,3,MAN 1,Good morning.
4,3,SAYID,Good morning.
4,3,MAN 1,Long walk to the next hole. Want a ride?
4,3,SAYID,"Thank you, but no. My ball is right here."
4,3,MAN 1,"You know, you are the first person I have seen out here all morning."
4,3,SAYID,I believe we are paying quite a premium for that kind of privacy.
4,3,MAN 1,That we are.
4,3,MAN 1,"Is this your first time in the Seychelles? Uh-uh, I'd use the 5-iron."
4,3,SAYID,I think I'll stick with the 7.
4,3,MAN 1,Tell you what. Fifty Euros says mine goes closer to the pin with a 5.
4,3,SAYID,Let's make it 100.
4,3,MAN 1,"Eccelente. Amazing, huh? How a wager makes just about anything more fun."
4,3,MAN 1,"Not bad, not bad. So, what do you do for a living, my friend?"
4,3,SAYID,I do nothing.
4,3,MAN 1,Nothing? That doesn't pay for a vacation here.
4,3,SAYID,I was the recipient of a large settlement.
4,3,MAN 1,Corporate merger?
4,3,SAYID,"Actually, a plane crash. Oceanic Airlines flight 8-1-5. I'm Sayid Jarrah, one of the Oceanic Six."
4,3,MAN 1,"Ah, that's— that's amazing. I remember reading all about it."
4,3,SAYID,"Take your shot, my friend."
4,3,SAYID,It appears you were right about the 5-iron.
4,3,MAN 1,"Well, uh, enjoy your round, don't worry about the wager. All in good fun."
4,3,SAYID,"No, you won. Allow me to pay you."
4,3,MAN,"No, it's fine. Thank you, it's—"
4,3,SAYID,"I insist, Mr. Avellino."
4,3,SAYID,Ist frei?
4,3,WOMAN,Wohin möchten Sie gehen?
4,3,SAYID,"""Is it free"" was the full extent of my German."
4,3,WOMAN,What are you looking for?
4,3,SAYID,I love Europe. Everyone speaks English. I'm looking for Potsdamer Platz.
4,3,WOMAN,You don't need a map. It's one block down right across the street.
4,3,SAYID,Thank you.
4,3,WOMAN,I'm Elsa.
4,3,SAYID,Sayid.
4,3,WAITER,Kann ich Ihnen etwas bringen?
4,3,SAYID,"Could I have an espresso, please."
4,3,WAITER,"Ja, sofort."
4,3,ELSA,What sort of business brings you to Berlin?
4,3,SAYID,I'm a headhunter. A corporate recruiter. What do you do?
4,3,ELSA,"My employer is an economist. He works in emerging markets. Actually, I don't really understand what he does; which doesn't matter, since all I do is shop for him. If this goes off, I'm at his side instantly. Which is wonderful, since he's only in Berlin once or twice a year."
