season,episode,act_number,characters_in_act
3,11,2,"[""SAWYER"", ""HURLEY"", ""NIKKI"", ""JIN"", ""SUN"", ""CHARLIE"", ""LOCKE"", ""SAYID"", ""ROUSSEAU"", ""KATE"", ""ARABIC MAN"", ""SAMI"", ""MIKHAIL""]"
3,11,3,"[""KATE"", ""MIKHAIL"", ""SAYID"", ""COMPUTER VOICE"", ""MAN"", ""SAMI"", ""AMIRA"", ""LOCKE""]"
3,11,4,"[""SAWYER"", ""HURLEY"", ""CHARLIE"", ""MIKHAIL"", ""SAYID"", ""KATE"", ""SAMI"", ""LOCKE""]"
3,11,5,"[""SAMI"", ""SAYID"", ""AMIRA"", ""COMPUTER VOICE"", ""KATE"", ""DR. CANDLE"", ""MIKHAIL"", ""LOCKE"", ""MS. KLUGH""]"
3,11,6,"[""HURLEY"", ""SAWYER"", ""KATE"", ""LOCKE"", ""DR. CANDLE"", ""SAYID"", ""MIKHAIL"", ""ROUSSEAU"", ""AMIRA""]"
3,12,1,"[""CLAIRE"", ""CHARLIE"", ""SAYID"", ""LOCKE"", ""KATE"", ""MIKHAIL"", ""ROUSSEAU"", ""DESMOND""]"
3,12,2,"[""CLAIRE"", ""SUN"", ""JIN"", ""SAWYER"", ""CHARLIE"", ""E.R. DOCTOR"", ""OFFICER BARNES"", ""BARNES"", ""KATE"", ""ROUSSEAU"", ""MIKHAIL"", ""SAYID"", ""LOCKE""]"
3,12,3,"[""CLAIRE"", ""JIN"", ""SUN"", ""LINDSEY"", ""DR. WOODRUFF"", ""WOODRUFF"", ""DESMOND"", ""KATE"", ""SAYID"", ""MIKHAIL"", ""LOCKE""]"
3,12,4,"[""SAYID"", ""KATE"", ""LOCKE"", ""CHARLIE"", ""CLAIRE"", ""HEAD NURSE"", ""LOUDSPEAKER"", ""CHRISTIAN"", ""LINDSEY""]"
3,12,5,"[""SAYID"", ""ROUSSEAU"", ""LOCKE"", ""KATE"", ""SUN"", ""CLAIRE"", ""CHRISTIAN"", ""DESMOND""]"
3,12,6,"[""CLAIRE"", ""CHARLIE"", ""KATE"", ""SAYID"", ""TOM""]"
3,13,1,"[""GOVERNMENT WORKER"", ""LOCKE"", ""TOM"", ""KATE"", ""JULIET"", ""JACK"", ""SAYID"", ""BEN""]"
3,13,2,"[""SAYID"", ""KATE"", ""LOCKE"", ""AUTUMN"", ""CRYSTAL"", ""PETER"", ""JACK"", ""OTHER"", ""PRYCE"", ""BEN""]"
3,13,3,"[""LOCKE"", ""BEN"", ""ALEX"", ""TOM"", ""ALPERT"", ""MRS. TALBOT"", ""COOPER"", ""JACK"", ""KATE"", ""JULIET""]"
3,13,4,"[""DETECTIVE MASON"", ""LOCKE"", ""BEN"", ""PRYCE"", ""ALEX"", ""SAYID""]"
3,13,5,"[""BEN"", ""LOCKE"", ""ALEX"", ""JACK"", ""JULIET"", ""PRYCE"", ""COOPER""]"
3,13,6,"[""DETECTIVE MASON"", ""KINCAID"", ""LOCKE"", ""BEN"", ""ALPERT""]"
3,14,1,"[""ANNOUNCER"", ""NIKKI"", ""BILLY DEE"", ""ZUKERMAN"", ""SAWYER"", ""HURLEY""]"
3,14,2,"[""NIKKI"", ""ZUKERMAN"", ""PAULO"", ""CHARLIE"", ""HURLEY"", ""SUN"", ""SAWYER"", ""SHANNON"", ""BOONE"", ""AIRPORT PA"", ""LOCKE"", ""ARZT"", ""JIN""]"
3,14,3,"[""HURLEY"", ""JIN"", ""SAWYER"", ""NIKKI"", ""PAULO"", ""ETHAN"", ""ARZT"", ""KATE"", ""BOONE"", ""JACK"", ""CHARLIE""]"
3,14,4,"[""SHANNON"", ""KATE"", ""ARZT"", ""NIKKI"", ""PAULO"", ""HURLEY"", ""SAWYER"", ""CHARLIE"", ""SUN"", ""LOCKE"", ""BEN"", ""JULIET"", ""DESMOND""]"
3,14,5,"[""HURLEY"", ""CHARLIE"", ""SUN"", ""LOCKE"", ""NIKKI"", ""PAULO"", ""SAWYER""]"
3,14,6,"[""NIKKI"", ""PAULO"", ""SAWYER"", ""SUN"", ""HURLEY""]"
3,15,1,"[""KATE"", ""JULIET"", ""TRUCK DRIVER"", ""CASSIDY"", ""MAN"", ""JOHNNY"", ""LOCKE""]"
3,15,2,"[""SAWYER"", ""HURLEY"", ""CASSIDY"", ""KATE""]"
3,15,3,"[""SAWYER"", ""HURLEY"", ""JULIET"", ""KATE"", ""FEDERAL AGENT"", ""EDWARD MARS"", ""MARS"", ""CASSIDY""]"
3,15,4,"[""KATE"", ""JULIET"", ""SAWYER"", ""HURLEY"", ""CLAIRE""]"
3,15,5,"[""SAWYER"", ""DESMOND"", ""KATE"", ""JULIET"", ""CASSIDY"", ""DIANE""]"
3,15,6,"[""SAWYER"", ""CHARLIE"", ""HURLEY"", ""JULIET"", ""KATE"", ""JACK"", ""CASSIDY"", ""SAYID""]"
3,16,1,"[""SAYID"", ""JACK"", ""KATE"", ""JULIET"", ""GUARD"", ""RACHEL"", ""ETHAN"", ""RICHARD""]"
3,16,2,"[""CHARLIE"", ""CLAIRE"", ""JULIET"", ""JACK"", ""RICHARD"", ""ETHAN"", ""BEN"", ""HURLEY"", ""SAWYER"", ""DESMOND"", ""SUN""]"
3,16,3,"[""HURLEY"", ""JULIET"", ""ETHAN"", ""GOODWIN"", ""BEN"", ""SUN"", ""JACK"", ""CHARLIE"", ""SAWYER"", ""SAYID"", ""DESMOND"", ""KATE"", ""JIN""]"
3,16,4,"[""SAWYER"", ""JULIET"", ""JACK"", ""KATE"", ""HURLEY"", ""ETHAN"", ""GOODWIN"", ""UNNAMED OTHER"", ""BEN""]"
3,16,5,"[""SAYID"", ""JULIET"", ""SAWYER"", ""BEN"", ""MIKHAIL"", ""CHARLIE"", ""JACK""]"
3,16,6,"[""CLAIRE"", ""JACK"", ""JULIET"", ""BEN""]"
3,17,1,"[""CHARLIE"", ""HURLEY"", ""JIN"", ""DESMOND""]"
3,17,2,"[""MONK"", ""DESMOND"", ""JACK"", ""HURLEY"", ""SAWYER"", ""KATE"", ""JIN"", ""CHARLIE""]"
3,17,3,"[""HURLEY"", ""DESMOND"", ""JIN"", ""CHARLIE"", ""MONK"", ""MONK 2"", ""MAN"", ""KATE"", ""JACK"", ""SAWYER""]"
3,17,4,"[""JIN"", ""HURLEY"", ""CHARLIE"", ""DESMOND"", ""MAN"", ""WOMAN"", ""RUTH"", ""JACK"", ""JULIET"", ""SAWYER""]"
3,17,5,"[""KATE"", ""SAWYER"", ""CHARLIE"", ""DESMOND"", ""HURLEY"", ""MONK"", ""JIN""]"
3,17,6,"[""JIN"", ""DESMOND"", ""HURLEY"", ""CHARLIE"", ""MONK"", ""PENNY"", ""WOMAN""]"
3,18,1,"[""SUN"", ""JACK"", ""JIN"", ""Jin"", ""WOMAN"", ""DESMOND"", ""HURLEY"", ""CHARLIE"", ""PARACHUTIST""]"
3,18,2,"[""JIN"", ""SUN"", ""KATE"", ""JULIET"", ""PARACHUTIST"", ""HURLEY"", ""CHARLIE"", ""DESMOND""]"
3,18,3,"[""DESMOND"", ""CHARLIE"", ""HURLEY"", ""MIKHAIL"", ""PARACHUTIST"", ""SUN"", ""MR. KWON"", ""JULIET""]"
3,18,4,"[""SUN"", ""JULIET"", ""BUSINESSMAN"", ""MR. PAIK"", ""SECRETARY"", ""BUSINESSMAN 1"", ""BUSINESSMAN 2"", ""MIKHAIL"", ""HURLEY"", ""DESMOND"", ""PARACHUTIST""]"
3,18,5,"[""MIKHAIL"", ""CHARLIE"", ""DESMOND"", ""JIN"", ""SUN"", ""JULIET""]"
3,18,6,"[""WOMAN"", ""SUN"", ""JULIET"", ""CHARLIE"", ""DESMOND"", ""JIN"", ""HURLEY"", ""PARACHUTIST""]"
3,19,1,"[""LOCKE"", ""BEN"", ""COOPER"", ""SAWYER"", ""KATE"", ""HURLEY""]"
3,19,2,"[""LOCKE"", ""SAWYER"", ""CINDY"", ""TOM"", ""JULIET"", ""BEN"", ""JACK"", ""CHARLIE"", ""HURLEY"", ""DESMOND""]"
3,19,3,"[""HURLEY"", ""SAYID"", ""CHARLIE"", ""NAOMI"", ""DESMOND"", ""SAWYER"", ""LOCKE"", ""BEN"", ""COOPER""]"
3,19,4,"[""HURLEY"", ""SAYID"", ""KATE"", ""SAWYER"", ""LOCKE"", ""ROUSSEAU"", ""RICHARD"", ""COOPER""]"
3,19,5,"[""LOCKE"", ""BEN"", ""COOPER"", ""SAWYER""]"
3,19,6,"[""JACK"", ""JULIET"", ""KATE"", ""LOCKE"", ""SAWYER""]"
3,20,1,"[""MAN"", ""WOMAN"", ""EMILY"", ""ROGER"", ""MALE DRIVER"", ""RICHARD"", ""BEN"", ""LOCKE""]"
3,20,2,"[""BEN"", ""LOCKE"", ""WOMAN"", ""ROGER"", ""MALE DRIVER"", ""MR. GOODSPEED"", ""HORACE"", ""MARVIN"", ""MAN"", ""GIRL"", ""ANNIE"", ""OPAL"", ""CHARLIE"", ""CLAIRE"", ""HURLEY"", ""DESMOND"", ""SAWYER"", ""SAYID"", ""MIKHAIL""]"
3,20,3,"[""BEN"", ""LOCKE"", ""ALEX"", ""OLIVIA"", ""ANNIE"", ""HORACE"", ""ROGER"", ""SAYID"", ""SAWYER"", ""KATE""]"
3,20,4,"[""ANNIE"", ""BEN"", ""ROGER"", ""EMILY"", ""CLAIRE"", ""SAYID"", ""SUN"", ""NAOMI"", ""KATE"", ""SAWYER"", ""JULIET"", ""JIN"", ""JACK""]"
3,20,5,"[""BEN"", ""RICHARD"", ""LOCKE"", ""VOICE""]"
3,20,6,"[""BEN"", ""LOCKE"", ""ROGER"", ""RICHARD""]"
3,21,1,"[""CHARLIE"", ""HURLEY"", ""CLAIRE"", ""DESMOND"", ""JACK"", ""KATE"", ""JULIET"", ""SAYID""]"
3,21,2,"[""CHARLIE"", ""LIAM"", ""DRIVER"", ""NAOMI"", ""ROUSSEAU"", ""JACK"", ""SAYID"", ""JULIET"", ""CLAIRE"", ""DESMOND""]"
3,21,3,"[""MR. PACE"", ""CHARLIE"", ""LIAM"", ""DESMOND"", ""SAYID"", ""JULIET"", ""JACK"", ""BERNARD"", ""ROSE"", ""JIN"", ""SUN"", ""HURLEY"", ""SAWYER"", ""KARL""]"
3,21,4,"[""ALEX"", ""BEN"", ""RICHARD"", ""RYAN"", ""KARL"", ""JACK"", ""JULIET"", ""HURLEY"", ""SUN"", ""BERNARD"", ""ROUSSEAU"", ""SAYID"", ""CLAIRE"", ""CHARLIE"", ""DESMOND"", ""LIAM""]"
3,21,5,"[""CHARLIE"", ""WOMAN"", ""NADIA"", ""DESMOND"", ""BERNARD"", ""SAYID"", ""ROSE"", ""JACK"", ""HURLEY""]"
3,21,6,"[""JACK"", ""KATE"", ""JULIET"", ""HURLEY"", ""CLAIRE"", ""DESMOND"", ""CHARLIE""]"
3,22,1,"[""STEWARDESS"", ""WOMAN"", ""JACK"", ""CAPTAIN"", ""VOICEMAIL"", ""KID"", ""MOTHER"", ""SAYID"", ""ROSE"", ""BERNARD"", ""HURLEY"", ""CLAIRE"", ""JIN"", ""SUN""]"
3,22,2,"[""NAOMI"", ""JACK"", ""JULIET"", ""BONNIE"", ""GRETA"", ""CHARLIE"", ""DESMOND"", ""BEN"", ""MIKHAIL"", ""RYAN"", ""TOM"", ""FEMALE OTHER"", ""BERNARD"", ""MALE OTHER"", ""ROSE"", ""KATE""]"
3,22,3,"[""TANNOY"", ""DOCTOR"", ""JACK"", ""SARAH"", ""SUN"", ""ROSE"", ""BONNIE"", ""CHARLIE"", ""GRETA"", ""BEN"", ""TOM"", ""RYAN"", ""JIN"", ""BERNARD"", ""SAYID""]"
3,22,4,"[""RICHARD"", ""BEN"", ""ALEX"", ""KATE"", ""SAWYER"", ""JACK"", ""CHARLIE"", ""DESMOND"", ""BONNIE""]"
3,22,5,"[""MALE DOCTOR"", ""JACK"", ""DR. HAMILL"", ""REPORTER"", ""SAWYER"", ""KATE"", ""JULIET"", ""CHARLIE"", ""BONNIE"", ""GRETA"", ""MIKHAIL"", ""BEN""]"
3,22,6,"[""SAWYER"", ""JULIET"", ""HURLEY"", ""BEN"", ""ALEX"", ""VOICE"", ""WALT"", ""LOCKE""]"
3,22,1,"[""JACK"", ""KATE"", ""VOICEMAIL"", ""DIRECTOR"", ""ROUSSEAU"", ""BEN""]"
3,22,2,"[""GRETA"", ""BONNIE"", ""MIKHAIL"", ""DESMOND"", ""CHARLIE"", ""BEN"", ""JACK"", ""KATE"", ""PHARMACIST"", ""MAN"", ""TOM"", ""SAYID"", ""BERNARD"", ""RYAN"", ""JIN""]"
3,22,3,"[""CHARLIE"", ""BONNIE"", ""DESMOND"", ""JACK"", ""ALEX"", ""BEN"", ""ROUSSEAU"", ""KATE"", ""RYAN"", ""TOM"", ""SAWYER"", ""JULIET"", ""MALE OTHER"", ""HURLEY""]"
3,22,4,"[""DR. HAMILL"", ""JACK"", ""HURLEY"", ""CLAIRE"", ""CHARLIE"", ""DESMOND"", ""PENNY"", ""NAOMI""]"
3,22,5,"[""NAOMI"", ""JACK"", ""VOICE"", ""FEMALE VOICE"", ""ROUSSEAU"", ""KATE"", ""BEN"", ""LOCKE"", ""MAN"", ""MINKOWSKI""]"
4,1,1,"[""NEWSREADER"", ""JEFF"", ""JACK"", ""POLICEMAN"", ""POLICEWOMAN"", ""POLICEMAN 2"", ""HURLEY""]"
4,1,2,"[""DETECTIVE"", ""HURLEY"", ""JACK"", ""KATE"", ""SUN"", ""CLAIRE"", ""ROSE"", ""BEN"", ""ROUSSEAU"", ""BERNARD"", ""SAYID"", ""DESMOND"", ""SAWYER"", ""JULIET"", ""MINKOWSKI""]"
4,1,3,"[""SAWYER"", ""SAYID"", ""JULIET"", ""HURLEY"", ""ROUSSEAU"", ""JACK"", ""CLAIRE"", ""KATE"", ""NURSE"", ""VISITOR"", ""MATTHEW"", ""NURSES""]"
4,1,4,"[""ROUSSEAU"", ""JACK"", ""BEN"", ""KATE"", ""MINKOWSKI"", ""NAOMI"", ""HURLEY"", ""LOCKE""]"
4,1,5,"[""LOCKE"", ""HURLEY"", ""SAWYER"", ""SAYID"", ""SUN"", ""BERNARD"", ""ROSE"", ""CLAIRE"", ""PATIENT"", ""CHARLIE"", ""JULIET""]"
4,1,6,"[""SAWYER"", ""JACK"", ""SAYID"", ""LOCKE"", ""BEN"", ""KATE"", ""HURLEY"", ""BERNARD"", ""ROSE"", ""PARACHUTIST""]"
4,2,1,"[""MAN 1"", ""RON"", ""NEWSCASTER"", ""WOMAN 1"", ""DANIEL"", ""WOMAN 2"", ""MAN 2"", ""PILOT"", ""JACK""]"
4,2,2,"[""JACK"", ""DANIEL"", ""KATE"", ""MINKOWSKI"", ""HURLEY"", ""LOCKE"", ""SAWYER"", ""JULIET"", ""SAYID"", ""MILES""]"
4,2,3,"[""CAR RADIO"", ""MILES"", ""GARDNER"", ""DANIEL"", ""JACK"", ""KATE"", ""BEN"", ""ALEX"", ""KARL"", ""SAWYER"", ""LOCKE""]"
4,2,4,"[""WOMAN"", ""CHARLOTTE"", ""LOCKE"", ""JULIET"", ""JACK"", ""KATE"", ""SAYID"", ""DANIEL"", ""MILES"", ""HURLEY"", ""CLAIRE""]"
4,2,5,"[""TV REPORTER"", ""FEMALE OPERATOR"", ""FRANK"", ""MALE VOICE"", ""CHARLOTTE"", ""HURLEY"", ""CLAIRE"", ""LOCKE"", ""SAWYER"", ""DANIEL"", ""JACK"", ""MILES""]"
4,2,6,"[""NAOMI"", ""MATTHEW"", ""JACK"", ""SAYID"", ""MILES"", ""WOMAN"", ""REGINA"", ""DANIEL"", ""FRANK"", ""KATE"", ""JULIET"", ""BEN"", ""SAWYER"", ""LOCKE"", ""CHARLOTTE"", ""ALEX"", ""DANIELLE"", ""KARL"", ""CLAIRE""]"
4,3,1,"[""JACK"", ""JULIET"", ""MILES"", ""KATE"", ""SAYID"", ""FRANK"", ""MAN 1"", ""MAN""]"
4,3,2,"[""SAYID"", ""WOMAN"", ""WAITER"", ""ELSA"", ""MAN 2"", ""JACK"", ""JULIET"", ""MILES"", ""SAWYER"", ""LOCKE"", ""CLAIRE"", ""HURLEY"", ""BEN"", ""DANIELLE"", ""CHARLOTTE"", ""KATE"", ""FRANK""]"
4,3,3,"[""SAYID"", ""MILES"", ""KATE"", ""ELSA"", ""JACK"", ""FRANK"", ""DANIEL"", ""REGINA"", ""HURLEY""]"
4,3,4,"[""HURLEY"", ""SAYID"", ""MILES"", ""KATE"", ""JACK"", ""FRANK"", ""DANIEL"", ""DESMOND"", ""LOCKE""]"
4,3,5,"[""DANIELLE"", ""SAYID"", ""HURLEY"", ""BEN"", ""KATE"", ""SAWYER"", ""LOCKE"", ""ELSA""]"
4,3,6,"[""DESMOND"", ""FRANK"", ""JULIET"", ""JACK"", ""SAYID"", ""CHARLOTTE"", ""DANIEL"", ""MAN 2"", ""BEN""]"
4,4,1,"[""LOCKE"", ""BEN"", ""KATE"", ""CLAIRE"", ""SAWYER"", ""DUNCAN"", ""BEARDED MAN IN CROWD"", ""BAILIFF"", ""JUDGE GALZETHRON"", ""JUDGE"", ""MELISSA""]"
4,4,2,"[""JIN"", ""SUN"", ""JACK"", ""LOCKE"", ""KATE"", ""HURLEY"", ""MILES"", ""DUNCAN""]"
4,4,3,"[""JULIET"", ""SUN"", ""JACK"", ""KATE"", ""CLAIRE"", ""BAILIFF"", ""DUNCAN"", ""JUDGE"", ""MELISSA"", ""HURLEY"", ""SAWYER"", ""TV""]"
4,4,4,"[""SAWYER"", ""LOCKE"", ""KATE"", ""MILES"", ""BEN""]"
4,4,5,"[""CLAIRE"", ""KATE"", ""LOCKE"", ""DUNCAN"", ""DIANE"", ""SAWYER"", ""CHARLOTTE"", ""DANIEL"", ""JACK"", ""JULIET"", ""REGINA""]"
4,4,6,"[""LOCKE"", ""MILES"", ""KATE"", ""SAWYER"", ""JUDGE"", ""MELISSA"", ""BAILIFF"", ""DUNCAN"", ""JACK"", ""NANNY"", ""AARON""]"
4,5,1,"[""SAYID"", ""FRANK"", ""DESMOND"", ""SERGEANT"", ""SGT"", ""SOLDIER 1"", ""REST"", ""SOLDIER 2""]"
4,5,2,"[""JACK"", ""CHARLOTTE"", ""JULIET"", ""DANIEL"", ""SAYID"", ""DESMOND"", ""FRANK"", ""KEAMY"", ""OMAR"", ""SOLDIER 1"", ""SGT"", ""BILLY"", ""SOLDIER 3"", ""MAN""]"
4,5,3,"[""SAYID"", ""FRANK"", ""JACK"", ""DAN"", ""JULIET"", ""DESMOND"", ""MAN"", ""RAY"", ""PENNY""]"
4,5,4,"[""DAN"", ""CHARLOTTE"", ""JACK"", ""SAYID"", ""DESMOND"", ""OMAR"", ""KEAMY"", ""FRANK"", ""RAY"", ""MAN"", ""MINKOWSKI""]"
4,5,5,"[""DESMOND"", ""DAN"", ""OPERATOR"", ""SAYID"", ""MINKOWSKI"", ""AUCTIONEER"", ""SUITED GUARD"", ""WIDMORE""]"
4,5,6,"[""PENNY"", ""DESMOND"", ""SAYID"", ""BOTH""]"
4,6,1,"[""HARPER"", ""JULIET"", ""TOM"", ""BEN"", ""SUN"", ""JACK"", ""JIN""]"
4,6,2,"[""JULIET"", ""HARPER"", ""JACK"", ""GOODWIN"", ""DAN"", ""CHARLOTTE""]"
4,6,3,"[""DAN"", ""KATE"", ""CHARLOTTE"", ""JACK"", ""JULIET"", ""BEN"", ""GOODWIN"", ""HARPER"", ""CLAIRE"", ""LOCKE""]"
4,6,4,"[""GOODWIN"", ""JULIET"", ""BEN"", ""JACK"", ""KATE"", ""LOCKE""]"
4,6,5,"[""KATE"", ""JACK"", ""BEN"", ""JULIET"", ""WOMAN'S AUTOMATED VOICE"", ""DAN""]"
4,6,6,"[""WOMAN'S AUTOMATED VOICE"", ""JULIET"", ""DAN"", ""CHARLOTTE"", ""BEN"", ""KATE"", ""JACK"", ""SAWYER"", ""HURLEY""]"
4,7,1,"[""KEAMY"", ""LAPIDUS"", ""REGINA"", ""DESMOND"", ""SAYID"", ""JIN"", ""SUN"", ""WOMAN ON THE PHONE""]"
4,7,2,"[""STORE OWNER"", ""JIN"", ""SUN"", ""KATE"", ""SAYID"", ""DESMOND"", ""DANIEL"", ""JACK""]"
4,7,3,"[""JULIET"", ""SUN"", ""NURSE 1"", ""NURSE 2"", ""DR. BAE"", ""JIN"", ""STORE OWNER"", ""KATE""]"
4,7,4,"[""SUN"", ""BERNARD"", ""JIN"", ""DESMOND"", ""SAYID"", ""RAY"", ""DESMOND and SAYID"", ""GAULT""]"
4,7,5,"[""GAULT"", ""SAYID"", ""DESMOND"", ""JULIET"", ""SUN"", ""DR. BAE"", ""NURSE 1"", ""RAY"", ""JOHNSON""]"
4,7,6,"[""JIN"", ""SUN"", ""MAN IN SUIT"", ""AMBASSADOR"", ""NURSE"", ""HURLEY""]"
4,8,1,"[""LOCKE"", ""MILES"", ""HURLEY"", ""SAWYER"", ""BEN"", ""CLAIRE"", ""GAULT"", ""MICHAEL"", ""SAYID""]"
4,8,2,"[""SAWYER"", ""JOHN"", ""MILES"", ""CLAIRE"", ""KARL"", ""ALEX"", ""BEN"", ""ROUSSEAU"", ""SAYID"", ""CREW-MEMBER"", ""MICHAEL"", ""JEFF"", ""DESMOND""]"
4,8,3,"[""LIBBY"", ""MICHAEL"", ""NURSE"", ""MICHAEL'S MOTHER"", ""GUS"", ""MAN"", ""TOM""]"
4,8,4,"[""TOM"", ""MICHAEL"", ""MALE ANNOUNCER"", ""GAME SHOW HOST"", ""FEMALE CONTESTANT"", ""MAN"", ""FEMALE ANCHOR"", ""ARTURO""]"
4,8,5,"[""MINKOWSKI"", ""MICHAEL"", ""NAOMI"", ""MILES"", ""TOM"", ""FRANK"", ""KEAMY"", ""CREWMAN"", ""CASS ELLIOT"", ""LIBBY""]"
4,8,6,"[""MINKOWSKI"", ""MICHAEL"", ""BEN"", ""SAYID"", ""DESMOND"", ""GAULT"", ""ROUSSEAU"", ""ALEX"", ""KARL""]"
4,9,1,"[""KATE"", ""JACK"", ""BERNARD"", ""DANIEL"", ""HURLEY"", ""SAWYER"", ""LOCKE"", ""KEAMY"", ""ALEX"", ""AUTOMATED FEMALE VOICE"", ""BEN""]"
4,9,2,"[""SUBTITLE"", ""BEN"", ""RED"", ""GRAY"", ""SAWYER"", ""LOCKE"", ""JACK"", ""DANIEL"", ""CHARLOTTE"", ""JULIET"", ""BERNARD"", ""KATE"", ""HURLEY"", ""DOUG""]"
4,9,3,"[""NARJISS"", ""BEN"", ""SAYID"", ""LOCKE"", ""HURLEY"", ""SAWYER"", ""CLAIRE"", ""MILES""]"
4,9,4,"[""SUBTITLE"", ""SAYID"", ""BEN"", ""LOCKE"", ""MILES"", ""SAWYER"", ""KEAMY"", ""ALEX""]"
4,9,5,"[""SAWYER"", ""LOCKE"", ""BEN"", ""BAKIR"", ""SAYID"", ""CLAIRE"", ""MILES"", ""HURLEY"", ""DISTANT VOICE""]"
4,9,6,"[""DANIEL"", ""JACK"", ""BERNARD"", ""KATE"", ""SAWYER"", ""MILES"", ""LOCKE"", ""BEN"", ""CLAIRE"", ""HURLEY"", ""SUBTITLE"", ""DOORMAN"", ""WIDMORE""]"
4,10,1,"[""JULIET"", ""BERNARD"", ""JACK"", ""ROSE"", ""DANIEL"", ""CHARLOTTE"", ""SUN"", ""JANE"", ""WOMAN""]"
4,10,2,"[""JACK"", ""KATE"", ""JULIET"", ""CLAIRE"", ""SAWYER"", ""MILES""]"
4,10,3,"[""JULIET"", ""SUN"", ""DAN"", ""JIN"", ""CHARLOTTE"", ""KATE"", ""SAWYER"", ""MILES"", ""BERNARD"", ""ROSE"", ""JACK"", ""MRS. BERENBERG"", ""ERIKA"", ""RECEPTIONIST"", ""DR. STILLMAN"", ""HURLEY""]"
4,10,4,"[""Sun"", ""DAN"", ""CHARLOTTE"", ""DANIEL"", ""JIN"", ""SUN"", ""MILES"", ""CLAIRE"", ""SAWYER"", ""LAPIDUS"", ""KEAMY"", ""MAN 1"", ""MAN 2"", ""MAN 3"", ""KATE"", ""JULIET"", ""JACK""]"
4,10,5,"[""BERNARD"", ""JULIET"", ""DANIEL"", ""JIN"", ""CHARLOTTE"", ""JACK"", ""KATE"", ""CHRISTIAN"", ""ERIKA"", ""CLAIRE""]"
4,10,6,"[""BERNARD"", ""KATE"", ""JULIET"", ""JACK"", ""MILES"", ""SAWYER""]"
4,11,1,"[""MRS. LOCKE"", ""EMILY"", ""NURSE"", ""DOCTOR"", ""HURLEY"", ""LOCKE"", ""BEN"", ""SAYID"", ""KEAMY"", ""RAY"", ""GAULT"", ""MICHAEL""]"
4,11,2,"[""HORACE"", ""LOCKE"", ""HURLEY"", ""BEN"", ""WOMAN OVER P.A."", ""NURSE"", ""MRS. LOCKE"", ""EMILY""]"
4,11,3,"[""WOMAN"", ""CHILD"", ""RICHARD"", ""JOHN"", ""HURLEY"", ""BEN"", ""LOCKE"", ""KEAMY"", ""GAULT"", ""LAPIDUS"", ""DESMOND"", ""SAYID"", ""OMAR""]"
4,11,4,"[""LOCKE"", ""HURLEY"", ""BEN"", ""JOHN"", ""GELLERT"", ""LAPIDUS"", ""MICHAEL"", ""GAULT"", ""SAYID"", ""DESMOND""]"
4,11,5,"[""LOCKE"", ""BEN"", ""HURLEY"", ""PHYSICAL THERAPIST"", ""ORDERLY"", ""ABADDON"", ""OMAR"", ""RAY"", ""KEAMY"", ""LAPIDUS"", ""GAULT""]"
4,11,6,"[""JULIET"", ""JACK"", ""LOCKE"", ""BEN"", ""HURLEY"", ""MAN"", ""CHRISTIAN"", ""CLAIRE""]"
4,12,1,"[""PILOT"", ""COPILOT"", ""MS. DECKER"", ""JACK"", ""SUN"", ""ROSE"", ""FARADAY"", ""KEAMY"", ""JULIET"", ""FRANK"", ""KATE"", ""CHARLOTTE""]"
4,12,2,"[""JACK"", ""KATE"", ""MILES"", ""SAWYER"", ""MS. DECKER"", ""MALE REPORTER #1"", ""FEMALE REPORTER #1"", ""HURLEY"", ""FEMALE KOREAN REPORTER"", ""FEMALE REPORTER #2"", ""MALE REPORTER #3"", ""SUN"", ""ARABIC REPORTER"", ""SAYID"", ""MALE REPORTER #4"", ""JULIET""]"
4,12,3,"[""HURLEY"", ""BEN"", ""LOCKE"", ""FARADAY"", ""SAYID"", ""JULIET"", ""KATE"", ""SUN"", ""MAN"", ""WOMAN"", ""JIN"", ""MR. PAIK"", ""UNDERLING""]"
4,12,4,"[""HURLEY"", ""ALL"", ""CARMEN"", ""DAVID"", ""MAN"", ""KATE"", ""NADIA"", ""SAYID"", ""BEN"", ""LOCKE""]"
4,12,5,"[""FARADAY"", ""DESMOND"", ""SUN"", ""MICHAEL"", ""HENDRICKS"", ""SAWYER"", ""JACK"", ""LAPIDUS"", ""MARGO"", ""KATE"", ""CAROLE""]"
4,12,6,"[""SUN"", ""MICHAEL"", ""JIN"", ""DESMOND"", ""SAYID"", ""KATE"", ""RICHARD"", ""LOCKE"", ""BEN"", ""HURLEY""]"
4,13,1,"[""KATE"", ""JACK"", ""SAWYER"", ""HURLEY"", ""LOCKE"", ""DESMOND"", ""MICHAEL"", ""JIN""]"
4,13,2,"[""JACK"", ""LOCKE"", ""HURLEY"", ""KEAMY"", ""BEN"", ""LAPIDUS"", ""KATE"", ""RICHARD""]"
4,13,3,"[""MICHAEL'S MOTHER"", ""NURSE"", ""HURLEY"", ""WALT"", ""SAWYER"", ""JACK"", ""LOCKE"", ""BEN""]"
4,13,4,"[""MAN"", ""SUN"", ""MICHAEL"", ""DESMOND"", ""FARADAY"", ""JULIET"", ""ROSE"", ""MILES"", ""CHARLOTTE"", ""LOCKE"", ""BEN"", ""SCIENTIST""]"
