season,episode,act_number,characters_in_act
2,3,6,"[""JACK"", ""DESMOND"", ""LOCKE"", ""SAYID"", ""KATE"", ""HURLEY""]"
2,4,1,"[""JIN"", ""HURLEY"", ""KATE"", ""SAWYER"", ""MICHAEL"", ""LEADER"", ""ANA LUCIA""]"
2,4,2,"[""MARY JO"", ""LOTTO OFFICIAL"", ""CARMEN"", ""HURLEY"", ""CHARLIE"", ""ROSE"", ""JACK""]"
2,4,3,"[""ROSE"", ""JACK"", ""HURLEY"", ""KATE"", ""JOHNNY"", ""RANDY"", ""LOCKE"", ""CHARLIE"", ""SAYID"", ""LEADER"", ""SAWYER"", ""MICHAEL"", ""ANA LUCIA""]"
2,4,4,"[""CHARLIE"", ""LOCKE"", ""HURLEY"", ""JOHNNY"", ""STARLA"", ""SAYID"", ""JACK"", ""KATE"", ""LIBBY"", ""MICHAEL"", ""LEADER"", ""SAWYER"", ""ANA LUCIA""]"
2,4,5,"[""CLAIRE"", ""SUN"", ""SHANNON"", ""HURLEY"", ""LOCKE"", ""JOHNNY"", ""RANDY"", ""ROSE"", ""GAS STATION CLERK""]"
2,4,6,"[""HURLEY"", ""JACK"", ""BERNARD"", ""SAWYER"", ""MICHAEL""]"
2,5,1,"[""SUN"", ""CLAIRE"", ""MRS. PAIK"", ""TAI"", ""JIN"", ""MICHAEL"", ""SAWYER"", ""ANA LUCIA""]"
2,5,2,"[""ANA LUCIA"", ""SAWYER"", ""MICHAEL"", ""LEADER"", ""LIBBY"", ""JIN"", ""JACK"", ""SUN"", ""MR. KIM"", ""EKO"", ""BERNARD""]"
2,5,3,"[""ANA LUCIA"", ""SAWYER"", ""JIN"", ""EKO"", ""HURLEY"", ""SUN"", ""MRS. PAIK"", ""MRS. SHIN"", ""MRS. LEE"", ""JAE""]"
2,5,4,"[""JIN"", ""EKO"", ""LOCKE"", ""SUN"", ""JAE"", ""MANAGER""]"
2,5,5,"[""JIN"", ""EKO"", ""POOR MAN"", ""MR. KIM"", ""KATE"", ""SUN"", ""ANA LUCIA"", ""SAWYER"", ""MICHAEL""]"
2,5,6,"[""MICHAEL"", ""JIN"", ""EKO"", ""KATE"", ""SUN"", ""SUN, JIN""]"
2,6,1,"[""SHANNON"", ""SAYID"", ""CINDY"", ""ANA"", ""SAWYER"", ""MICHAEL"", ""JIN"", ""EKO"", ""BERNARD"", ""LIBBY""]"
2,6,2,"[""SAYID"", ""SHANNON"", ""CHARLIE"", ""CLAIRE"", ""SOPHIE"", ""NORA"", ""SABRINA"", ""DOCTOR"", ""ANA"", ""EKO"", ""SAWYER"", ""LIBBY"", ""MICHAEL"", ""BERNARD"", ""HURLEY"", ""ROSE""]"
2,6,3,"[""CLAIRE"", ""LOCKE"", ""BOONE"", ""SHANNON"", ""EKO"", ""ANA"", ""CHARLIE"", ""JIN"", ""SAWYER"", ""MICHAEL""]"
2,6,4,"[""SAYID"", ""SHANNON"", ""NORA"", ""SABRINA"", ""CHARLIE"", ""LOCKE"", ""BERNARD"", ""JIN"", ""MICHAEL"", ""SAWYER""]"
2,6,5,"[""JIN"", ""LIBBY"", ""MICHAEL"", ""ANA"", ""BERNARD"", ""CINDY"", ""SAYID"", ""SHANNON"", ""EKO""]"
2,6,6,"[""BOONE"", ""SHANNON"", ""SAYID"", ""WALT""]"
2,7,1,"[""WOMAN'S VOICE"", ""ZACH"", ""ANA LUCIA"", ""EKO"", ""ANA"", ""UNKNOWN WOMAN'S VOICE"", ""UNKNOWN #2 WOMAN'S VOICE"", ""EMMA"", ""PAM'S HUSBAND""]"
2,7,2,"[""EKO"", ""UNKNOWN WOMAN'S VOICE"", ""CINDY"", ""DONALD"", ""LIBBY"", ""ANA LUCIA"", ""GOODWIN"", ""BERNARD""]"
2,7,3,"[""ANA LUCIA"", ""ANA"", ""NATHAN"", ""GOODWIN"", ""CINDY"", ""LIBBY"", ""COLE"", ""OGIE"", ""UNKNOWN MAN"", ""UNKNOWN WOMAN'S VOICE"", ""EMMA"", ""UNKNOWN MAN'S VOICE"", ""BERNARD""]"
2,7,4,"[""ANA"", ""EKO"", ""NATHAN"", ""ANA LUCIA"", ""GOODWIN"", ""BERNARD"", ""LIBBY"", ""CINDY""]"
2,7,5,"[""GOODWIN"", ""ANA LUCIA"", ""CINDY"", ""BERNARD"", ""LIBBY"", ""BOONE"", ""EKO""]"
2,7,6,"[""CINDY"", ""LIBBY"", ""EKO"", ""JIN"", ""BERNARD"", ""ANA LUCIA"", ""SAWYER"", ""MICHAEL""]"
2,8,1,"[""MATTHEW"", ""ANA LUCIA"", ""MICHAEL""]"
2,8,2,"[""ANA LUCIA"", ""EKO"", ""MICHAEL"", ""BERNARD"", ""JIN"", ""LIBBY"", ""CAPTAIN"", ""RAGGS"", ""ROSE"", ""JACK"", ""HURLEY"", ""KATE"", ""CHARLIE"", ""SAYID""]"
2,8,3,"[""BIG MIKE"", ""ANA LUCIA"", ""POLICE RADIO VOICE"", ""SHAWNA"", ""TRAVIS"", ""LIBBY"", ""MICHAEL"", ""SAYID"", ""JACK"", ""KATE"", ""EKO"", ""LOCKE"", ""BERNARD"", ""JIN""]"
2,8,4,"[""BIG MIKE"", ""ANA LUCIA"", ""RAGGS"", ""CAPTAIN"", ""LOCKE"", ""EKO"", ""KATE"", ""JACK"", ""BERNARD"", ""LIBBY""]"
2,8,5,"[""SUN"", ""MICHAEL"", ""JACK"", ""LOCKE"", ""EKO"", ""ANA LUCIA"", ""SAYID"", ""JASON""]"
2,8,6,"[""KATE""]"
2,9,1,"[""JACK"", ""SAWYER"", ""WAYNE"", ""KATE""]"
2,9,2,"[""DIANE"", ""KATE"", ""JACK"", ""ANA"", ""EKO"", ""SAYID"", ""SAWYER""]"
2,9,3,"[""LOCKE"", ""JACK"", ""CHARLIE"", ""KATE"", ""GUY IN LINE"", ""MARSHAL"", ""JIN"", ""MICHAEL"", ""EKO""]"
2,9,4,"[""MARVIN CANDLE"", ""MICHAEL"", ""LOCKE"", ""KATE"", ""SAYID"", ""MARSHAL"", ""EKO""]"
2,9,5,"[""HURLEY"", ""JACK"", ""KATE"", ""SUN"", ""AUSTEN"", ""SAWYER""]"
2,9,6,"[""LOCKE"", ""EKO"", ""SAWYER"", ""KATE"", ""JACK"", ""ANA"", ""MARVIN CANDLE"", ""MONITOR"", ""MICHAEL""]"
2,10,1,"[""THUG"", ""THUG #2"", ""PRIEST"", ""THUG CAPTAIN"", ""YOUNG EKO"", ""CLAIRE"", ""EKO""]"
2,10,2,"[""MICHAEL"", ""LOCKE"", ""CHARLIE"", ""JIN"", ""EKO"", ""TOUGH MOROCCAN"", ""CLAIRE""]"
2,10,3,"[""CHARLIE"", ""EKO"", ""NIGERIAN WOMAN"", ""YEMI"", ""SAWYER"", ""KATE"", ""HURLEY"", ""MICHAEL""]"
2,10,4,"[""CHARLIE"", ""EKO"", ""YEMI""]"
2,10,5,"[""EKO"", ""CHARLIE"", ""MICHAEL"", ""MONITOR"", ""JACK"", ""OLU"", ""YEMI"", ""GOLDIE"", ""SOLDIER""]"
2,10,6,"[""CHARLIE"", ""EKO"", ""CLAIRE""]"
2,11,1,"[""CHRISTIAN"", ""ANGELO"", ""GABRIELA"", ""JACK"", ""MICHAEL""]"
2,11,2,"[""LOCKE"", ""JACK"", ""KATE"", ""SAWYER"", ""GABRIELA"", ""SARAH""]"
2,11,3,"[""SAWYER"", ""JACK"", ""LOCKE"", ""SUN"", ""JIN"", ""HURLEY"", ""GABRIELA"", ""CHRISTIAN""]"
2,11,4,"[""JACK"", ""LOCKE"", ""SAWYER"", ""CHRISTIAN"", ""GABRIELA"", ""TOM""]"
2,11,5,"[""JACK"", ""SAWYER"", ""TOM"", ""HURLEY"", ""CHARLIE"", ""SAYID"", ""LOCKE"", ""KATE""]"
2,11,6,"[""SUN"", ""JIN"", ""KATE"", ""JACK"", ""SARAH"", ""LOCKE"", ""SAWYER"", ""CLAIRE"", ""ANA""]"
2,12,1,"[""YOUNG LIAM"", ""YOUNG CHARLIE"", ""MRS. PACE"", ""LIAM"", ""VOICE"", ""BUTCHER"", ""CHARLIE"", ""SUN""]"
2,12,2,"[""CLAIRE"", ""CHARLIE"", ""KAREN"", ""LIAM"", ""KATE"", ""HURLEY"", ""SAWYER"", ""MRS. PACE""]"
2,12,3,"[""HURLEY"", ""SAWYER"", ""LIBBY"", ""CHARLIE"", ""LOCKE"", ""LIAM"", ""DIRECTOR"", ""CREW"", ""EKO"", ""KATE"", ""CLAIRE""]"
2,12,4,"[""JACK"", ""ANA"", ""CHARLIE"", ""LIAM"", ""LOCKE""]"
2,12,5,"[""CLAIRE"", ""LOCKE"", ""SAYID"", ""CHARLIE"", ""LIAM"", ""EKO""]"
2,12,6,"[""JACK"", ""CHARLIE"", ""CLAIRE"", ""EKO""]"
2,13,1,"[""LOCKE"", ""JACK"", ""SAWYER"", ""CHARLIE""]"
2,13,2,"[""SAWYER"", ""CASSIDY"", ""KATE"", ""LOCKE"", ""HURLEY"", ""SAYID"", ""ANA"", ""JACK"", ""SUN"", ""JIN""]"
2,13,3,"[""LOCKE"", ""JACK"", ""ANA"", ""KATE"", ""SAWYER"", ""CASSIDY"", ""GUY"", ""GUY #2""]"
2,13,4,"[""ANA"", ""JACK"", ""CLAIRE"", ""SUN"", ""JIN"", ""KATE"", ""SAWYER"", ""CASSIDY"", ""LOCKE""]"
2,13,5,"[""DIANE"", ""SAWYER"", ""GORDY"", ""JACK"", ""JIN"", ""LOCKE""]"
2,13,6,"[""CASSIDY"", ""SAWYER"", ""KATE"", ""HURLEY"", ""SAYID"", ""RADIO ANNOUNCER"", ""CHARLIE""]"
2,14,1,"[""TARIQ"", ""U.S. SOLDIER #1"", ""SGT. BUCCELLI"", ""U.S. SOLDIER #2"", ""SAYID"", ""SGT. AUSTEN"", ""ANA"", ""DANIELLE""]"
2,14,2,"[""SAYID"", ""DANIELLE"", ""SGT. AUSTEN"", ""TARIQ"", ""SAWYER"", ""HURLEY"", ""VOICE""]"
2,14,3,"[""VOICE"", ""DANIELLE"", ""SAYID"", ""GALE"", ""INMAN"", ""LOCKE"", ""JACK"", ""HURLEY"", ""SAWYER""]"
2,14,4,"[""SAYID"", ""JACK"", ""LOCKE"", ""TARIQ"", ""GALE""]"
2,14,5,"[""SAWYER"", ""HURLEY"", ""LOCKE"", ""JACK"", ""SAYID"", ""GALE""]"
2,14,6,"[""JACK"", ""SAYID"", ""LOCKE"", ""SGT. AUSTEN"", ""INMAN"", ""CHARLIE""]"
2,15,1,"[""CLAIRE"", ""LOCKE"", ""JACK"", ""DANIELLE"", ""KATE""]"
2,15,2,"[""CLAIRE"", ""JACK"", ""KATE"", ""LIBBY"", ""HURLEY"", ""GALE"", ""LOCKE"", ""VOICE""]"
2,15,3,"[""LIBBY"", ""CLAIRE"", ""KATE"", ""EKO"", ""GALE"", ""LOCKE"", ""JACK"", ""SAWYER"", ""SUN"", ""ETHAN"", ""VOICE"", ""MR. FRIENDLY""]"
2,15,4,"[""CLAIRE"", ""KATE"", ""DANIELLE"", ""EKO"", ""JACK"", ""ETHAN""]"
2,15,5,"[""KATE"", ""CLAIRE"", ""DANIELLE"", ""YOUNG GIRL"", ""ETHAN""]"
2,15,6,"[""DANIELLE"", ""CLAIRE"", ""LOCKE"", ""JACK"", ""EKO"", ""GALE""]"
2,16,1,"[""JIN"", ""SUN""]"
2,16,2,"[""LOCKE"", ""ANA"", ""ROSE"", ""BERNARD"", ""SUN"", ""JAE"", ""JACK"", ""GALE"", ""SAWYER""]"
2,16,3,"[""JACK"", ""LOCKE"", ""ANA"", ""GALE"", ""HURLEY"", ""SUN"", ""DR. KIM"", ""JIN"", ""CHARLIE"", ""SAYID""]"
2,16,4,"[""ANA"", ""CHARLIE"", ""SAYID"", ""SUN"", ""KATE"", ""JACK"", ""JAE""]"
2,16,5,"[""ANA"", ""SAYID"", ""CHARLIE"", ""BERNARD"", ""JIN"", ""SAWYER"", ""SUN"", ""DR. KIM""]"
2,16,6,"[""JIN"", ""SUN"", ""JACK"", ""GALE"", ""LOCKE""]"
2,17,1,"[""HELEN"", ""LOCKE"", ""JACK"", ""GALE"", ""ANA"", ""SAYID"", ""CHARLIE""]"
2,17,2,"[""JACK"", ""HURLEY"", ""CLAIRE"", ""LIBBY"", ""LOUDSPEAKER VOICE"", ""GALE"", ""HELEN"", ""LOCKE"", ""FATHER CHUCK""]"
2,17,3,"[""HURLEY"", ""SAWYER"", ""KATE"", ""JACK"", ""GALE"", ""LOCKE"", ""NADIA"", ""COOPER""]"
2,17,4,"[""HURLEY"", ""KATE"", ""SAWYER"", ""JACK"", ""LOCKE"", ""GALE"", ""HELEN"", ""BANE""]"
2,17,5,"[""LIBBY"", ""HURLEY"", ""JACK"", ""SAWYER"", ""LOCKE"", ""GALE"", ""COOPER"", ""HELEN""]"
2,17,6,"[""KATE"", ""JACK"", ""CHARLIE"", ""GALE"", ""LOCKE"", ""SAYID"", ""ANA""]"
2,18,1,"[""LIBBY"", ""HURLEY"", ""JIN"", ""SUN"", ""Charlie"", ""CHARLIE"", ""SAWYER"", ""REDSHIRT #1"", ""REDSHIRT #2""]"
2,18,2,"[""LIBBY"", ""HURLEY"", ""DR. BROOKS"", ""DAVE"", ""JACK"", ""LOCKE"", ""KATE"", ""GALE"", ""SAYID"", ""ANA""]"
2,18,3,"[""CHARLIE"", ""EKO"", ""HURLEY"", ""LENNY"", ""DAVE"", ""NURSE"", ""DR. BROOKS"", ""SAWYER"", ""SUN"", ""JIN""]"
2,18,4,"[""KATE"", ""SAWYER"", ""LIBBY"", ""HURLEY"", ""DAVE"", ""DR. BROOKS""]"
2,18,5,"[""DAVE"", ""HURLEY""]"
2,18,6,"[""LOCKE"", ""ANA"", ""GALE"", ""HURLEY"", ""LIBBY"", ""DR. BROOKS"", ""NURSE""]"
2,19,1,"[""ROSE"", ""BERNARD"", ""JACK"", ""ANA"", ""GALE""]"
2,19,2,"[""BERNARD"", ""ROSE"", ""HURLEY"", ""ANA"", ""JACK"", ""SAWYER"", ""KATE"", ""CLAIRE""]"
2,19,3,"[""ROSE"", ""BERNARD"", ""EKO"", ""CHARLIE"", ""LOCKE"", ""ANA""]"
2,19,4,"[""BERNARD"", ""HURLEY"", ""JIN"", ""ROSE"", ""SAWYER"", ""KATE"", ""JACK""]"
2,19,5,"[""JACK"", ""KATE"", ""BERNARD"", ""JIN"", ""ROSE"", ""LOCKE"", ""AUSSIE WOMAN"", ""ISAAC""]"
2,19,6,"[""ROSE"", ""BERNARD"", ""LOCKE"", ""ANA"", ""KATE"", ""JACK""]"
2,20,1,"[""KATE"", ""JACK"", ""PARTNER"", ""CAPTAIN"", ""ANA"", ""GALE"", ""LOCKE""]"
2,20,2,"[""ANA"", ""CHRISTIAN"", ""LIBBY"", ""GALE"", ""LOCKE"", ""KATE"", ""JACK""]"
2,20,3,"[""SAWYER"", ""ANA"", ""CHRISTIAN"", ""LINDSEY"", ""HURLEY"", ""SAYID"", ""JACK"", ""LOCKE"", ""KATE""]"
2,20,4,"[""CHRISTIAN"", ""ANA"", ""SAWYER"", ""LIBBY"", ""HURLEY"", ""JACK"", ""LOCKE"", ""KATE"", ""MICHAEL""]"
2,20,5,"[""JACK"", ""LOCKE"", ""KATE"", ""ANA"", ""HURLEY"", ""LIBBY"", ""SAWYER"", ""GALE""]"
2,20,6,"[""JACK"", ""ANA"", ""CAPTAIN"", ""MICHAEL"", ""LIBBY""]"
2,21,1,"[""ANA"", ""EKO"", ""YEMI"", ""CHARLIE"", ""JACK"", ""KATE"", ""SAWYER"", ""MICHAEL""]"
2,21,2,"[""EKO"", ""JACK"", ""KATE"", ""MICHAEL"", ""SAWYER"", ""LOCKE"", ""CALDWELL"", ""MONSIGNOR"", ""JOYCE""]"
2,21,3,"[""LOCKE"", ""EKO"", ""MCVAY"", ""VALERIE"", ""JACK"", ""KATE"", ""MICHAEL"", ""SAWYER""]"
2,21,4,"[""KATE"", ""SAWYER"", ""HURLEY"", ""YEMI"", ""EKO"", ""LOCKE"", ""JOYCE"", ""MALKIN""]"
2,21,5,"[""EKO"", ""LOCKE"", ""HURLEY"", ""MICHAEL"", ""WICKMAN""]"
2,21,6,"[""LOCKE"", ""EKO"", ""AGENT"", ""CHARLOTTE"", ""LIBBY"", ""Announcer"", ""HURLEY"", ""JACK""]"
2,22,1,"[""MICHAEL"", ""LOCKE"", ""MONITOR"", ""JACK"", ""SAWYER"", ""HURLEY"", ""KATE""]"
2,22,2,"[""MICHAEL"", ""PICKETT"", ""TOM"", ""EKO"", ""JACK"", ""CHARLIE"", ""CLAIRE"", ""SUN"", ""JIN""]"
2,22,3,"[""TOM"", ""MICHAEL"", ""PICKETT"", ""LOCKE"", ""SAWYER"", ""JACK"", ""ALEX"", ""SAYID"", ""CHARLIE"", ""EKO""]"
2,22,4,"[""PICKETT"", ""MICHAEL"", ""TOM"", ""MS. KLUGH"", ""SAYID"", ""CHARLIE"", ""JACK"", ""EKO"", ""SAWYER""]"
2,22,5,"[""MICHAEL"", ""KATE"", ""HURLEY"", ""MS. KLUGH"", ""WALT""]"
2,22,6,"[""JACK"", ""SAYID"", ""HURLEY"", ""SUN""]"
2,23,1,"[""CHARLIE"", ""REDSHIRT"", ""SAYID"", ""KATE"", ""HURLEY"", ""SAWYER"", ""VOICE"", ""DESMOND""]"
2,23,2,"[""KATE"", ""JACK"", ""DESMOND"", ""MASTER SERGEANT"", ""WIDMORE"", ""SAYID"", ""EKO"", ""LOCKE"", ""HURLEY"", ""SAWYER"", ""MICHAEL""]"
2,23,3,"[""SAYID"", ""DESMOND"", ""LIBBY"", ""JIN"", ""SUN"", ""KATE"", ""SAWYER"", ""HURLEY"", ""JACK""]"
2,23,4,"[""CHARLIE"", ""LOCKE"", ""SAYID"", ""SUN"", ""DESMOND"", ""CLAIRE"", ""PENELOPE""]"
2,23,5,"[""SAWYER"", ""HURLEY"", ""JACK"", ""MICHAEL"", ""JIN"", ""SUN"", ""SAYID"", ""EKO"", ""LOCKE"", ""DESMOND"", ""INMAN""]"
2,23,6,"[""MARVIN CANDLE"", ""INMAN"", ""DESMOND"", ""EKO"", ""LOCKE"", ""CHARLIE"", ""SAWYER"", ""MICHAEL"", ""HURLEY"", ""KATE"", ""JACK""]"
2,23,1,"[""SAYID"", ""JIN"", ""EKO"", ""CHARLIE"", ""LOCKE"", ""DESMOND"", ""INMAN""]"
2,23,2,"[""DESMOND"", ""INMAN"", ""LOCKE"", ""KATE"", ""HURLEY"", ""SAWYER"", ""JACK"", ""MICHAEL""]"
2,23,3,"[""DESMOND"", ""LOCKE"", ""INMAN""]"
2,23,4,"[""SAWYER"", ""MR. FRIENDLY"", ""KATE"", ""MS. KLUGH"", ""GALE"", ""CHARLIE"", ""DESMOND"", ""LOCKE"", ""PENELOPE"", ""EKO""]"
2,23,5,"[""BERNARD"", ""CHARLIE"", ""GALE"", ""MICHAEL"", ""WALT"", ""MS. KLUGH"", ""HURLEY"", ""CLAIRE"", ""MAN #1"", ""MAN #2"", ""PENELOPE""]"
3,1,1,"[""JULIET"", ""AMELIA"", ""WORKER GUY"", ""ADAM"", ""GALE"", ""GOODWIN""]"
3,1,2,"[""JACK"", ""TOM"", ""KATE"", ""SAWYER"", ""KARL"", ""UNKNOWN VOICE"", ""JULIET""]"
3,1,3,"[""JACK"", ""SARAH"", ""JULIET"", ""KATE"", ""TOM"", ""GALE""]"
3,1,4,"[""JACK"", ""CHRISTIAN"", ""JULIET"", ""KARL"", ""SAWYER"", ""TOM""]"
3,1,5,"[""JULIET"", ""JACK"", ""NURSE"", ""CHRISTIAN"", ""MODERATOR"", ""GALE""]"
3,1,6,"[""SAWYER"", ""TOM"", ""KATE"", ""JACK"", ""JULIET"", ""GUARD"", ""SARAH"", ""GALE""]"
3,2,1,"[""MR. PAIK"", ""YOUNG SUN"", ""JIN"", ""SUN"", ""SAYID"", ""JULIET"", ""BEN"", ""COLLEEN""]"
3,2,2,"[""KATE"", ""SAWYER"", ""PICKETT"", ""COLLEEN"", ""JIN"", ""SUN"", ""JAE"", ""MR. PAIK""]"
3,2,3,"[""JIN"", ""MR. PAIK"", ""SUN"", ""SAYID"", ""PICKETT"", ""SAWYER"", ""ALEX"", ""KATE""]"
3,2,4,"[""SUN"", ""JIN"", ""SAYID"", ""SAWYER"", ""JULIET""]"
3,2,5,"[""JAE"", ""JIN"", ""SAYID"", ""SUN"", ""COLLEEN""]"
3,2,6,"[""MR. PAIK"", ""SUN"", ""JIN"", ""SAYID"", ""KATE"", ""SAWYER"", ""BEN"", ""JACK""]"
3,3,1,"[""CLAIRE"", ""CHARLIE""]"
3,3,2,"[""CHARLIE"", ""LOCKE"", ""EDDIE"", ""SHERIFF"", ""BOONE""]"
3,3,3,"[""CHARLIE"", ""LOCKE"", ""EDDIE"", ""MIKE"", ""JAN"", ""HURLEY""]"
3,3,4,"[""HURLEY"", ""LOCKE"", ""CHARLIE"", ""EDDIE""]"
3,3,5,"[""HURLEY"", ""DESMOND"", ""LOCKE"", ""KIM"", ""MIKE"", ""JAN"", ""EKO"", ""CHARLIE""]"
3,3,6,"[""HURLEY"", ""DESMOND"", ""LOCKE"", ""CHARLIE"", ""EDDIE"", ""EKO"", ""CLAIRE"", ""PAULO"", ""NIKKI""]"
3,4,1,"[""DESMOND"", ""CLAIRE"", ""CHARLIE"", ""JULIET"", ""JACK"", ""BEN"", ""PICKETT"", ""SAWYER"", ""VOICE"", ""TOM"", ""KATE""]"
3,4,2,"[""KATE"", ""SAWYER"", ""GUARD"", ""PRISON TOUGH"", ""MUNSON"", ""WARDEN HARRIS"", ""BEN"", ""TOM"", ""JASON"", ""MATTHEW""]"
3,4,3,"[""DESMOND"", ""PAULO"", ""SAWYER"", ""BEN"", ""KATE"", ""TOM""]"
3,4,4,"[""CASSIDY"", ""SAWYER"", ""KATE"", ""VOICE"", ""ANOTHER VOICE"", ""JACK"", ""JULIET"", ""BEN"", ""PICKETT"", ""TOM""]"
3,4,5,"[""MUNSON"", ""SAWYER"", ""KATE"", ""TOM"", ""BEN"", ""JULIET"", ""JACK""]"
3,4,6,"[""HURLEY"", ""DESMOND"", ""BEN"", ""WARDEN HARRIS"", ""SAWYER"", ""AGENT FREEDMAN""]"
3,5,1,"[""EKO"", ""NUN"", ""SAYID"", ""HURLEY"", ""CHARLIE"", ""YEMI"", ""SOLDIER"", ""LOCKE""]"
3,5,2,"[""BEN"", ""JACK"", ""JULIET"", ""LOCKE"", ""SAYID"", ""DESMOND"", ""HURLEY"", ""CHARLIE"", ""SOLDIER"", ""AMINA"", ""EKO"", ""MAN"", ""DANIEL""]"
3,5,3,"[""LOCKE"", ""HURLEY"", ""NIKKI"", ""PAULO"", ""DESMOND"", ""DANIEL"", ""EKO"", ""EMEKA"", ""AMINA""]"
3,5,4,"[""JULIET"", ""JACK"", ""BEN"", ""LOCKE"", ""EKO"", ""AMINA"", ""WARLORD"", ""SAYID"", ""PAULO"", ""NIKKI""]"
3,5,5,"[""LOCKE"", ""EKO"", ""EMEKA"", ""Narration"", ""SAYID"", ""NIKKI"", ""PAULO"", ""JACK"", ""JULIET""]"
3,5,6,"[""DANIEL"", ""EKO"", ""AMINA"", ""YEMI"", ""LOCKE"", ""SAYID""]"
3,6,1,"[""MAN"", ""KATE"", ""KEVIN"", ""SAWYER"", ""JACK"", ""JULIET"", ""BEN""]"
3,6,2,"[""KATE"", ""KEVIN"", ""PICKETT"", ""SAWYER"", ""NIKKI"", ""LOCKE"", ""DESMOND"", ""SAYID"", ""ALEX""]"
3,6,3,"[""PICKETT"", ""JULIET"", ""KATE"", ""SUZANNE"", ""PRIEST"", ""JACK"", ""BEN""]"
3,6,4,"[""KATE"", ""KEVIN"", ""MARSHAL"", ""JULIET"", ""PICKETT"", ""SAWYER"", ""LOCKE""]"
3,6,5,"[""KEVIN"", ""KATE"", ""SAWYER"", ""JACK"", ""FEMALE VOICE"", ""BEN""]"
3,6,6,"[""KATE"", ""KEVIN"", ""JACK"", ""JULIET"", ""BEN"", ""PICKETT"", ""JASON"", ""IVAN"", ""TOM"", ""SAWYER""]"
3,7,1,"[""ETHAN"", ""RACHEL"", ""JULIET"", ""JACK"", ""KATE"", ""TOM""]"
3,7,2,"[""JULIET"", ""DIANA"", ""EDMUND"", ""WOMAN"", ""JACK"", ""TOM"", ""PICKETT"", ""IVAN"", ""KATE"", ""SAWYER"", ""ALEX"", ""BEN""]"
3,7,3,"[""SHERRY"", ""JULIET"", ""EDMUND"", ""TOM"", ""SAWYER"", ""ALEX"", ""KATE"", ""JACK"", ""BEN""]"
3,7,4,"[""ALPERT"", ""JULIET"", ""ALEX"", ""SAWYER"", ""KATE"", ""ALDO"", ""PICKETT""]"
3,7,5,"[""PICKETT"", ""ALDO"", ""JULIET"", ""RACHEL"", ""EDMUND"", ""JACK"", ""TOM"", ""SAWYER"", ""KATE"", ""ALEX"", ""KARL""]"
3,7,6,"[""TOM"", ""JACK"", ""JULIET"", ""SAWYER"", ""ALEX"", ""KARL"", ""KATE"", ""MORGUE EMPLOYEE"", ""ETHAN"", ""ALPERT""]"
3,8,1,"[""HURLEY"", ""CHARLIE"", ""DESMOND"", ""LOCKE"", ""SAYID"", ""SUN""]"
3,8,2,"[""CLAIRE"", ""DESMOND"", ""CHARLIE"", ""HURLEY"", ""DESMOND AND CHARLIE"", ""LOCKE"", ""PENELOPE""]"
3,8,3,"[""PENELOPE"", ""DESMOND"", ""RECEPTIONIST"", ""DELIVERY MAN"", ""WIDMORE"", ""CHARLIE""]"
3,8,4,"[""DONOVAN"", ""DESMOND"", ""PENELOPE"", ""MS. HAWKING""]"
3,8,5,"[""MS. HAWKING"", ""DESMOND"", ""PENELOPE"", ""PHOTOGRAPHER""]"
3,8,6,"[""BARTENDER"", ""DESMOND"", ""JIMMY"", ""CHARLIE""]"
3,9,1,"[""SAWYER"", ""KATE"", ""KARL"", ""TOM"", ""JACK"", ""JULIET""]"
3,9,2,"[""THAI BOY"", ""JACK"", ""ACHARA"", ""TOM"", ""SAWYER"", ""KATE"", ""KARL"", ""JULIET""]"
3,9,3,"[""CHET"", ""ACHARA"", ""JACK"", ""THAI MAN"", ""ISABEL"", ""TOM""]"
3,9,4,"[""JACK"", ""ACHARA"", ""CINDY"", ""KATE"", ""SAWYER"", ""KARL"", ""ALEX""]"
3,9,5,"[""JACK"", ""BEN"", ""ALEX"", ""ACHARA"", ""TOM"", ""ISABEL""]"
3,9,6,"[""JACK"", ""CHET"", ""JULIET"", ""KATE"", ""SAWYER"", ""ISABEL""]"
3,10,1,"[""DAVID"", ""YOUNG HURLEY"", ""HURLEY"", ""CHARLIE""]"
3,10,2,"[""TRICIA"", ""HURLEY"", ""RANDY"", ""PAULO"", ""NIKKI"", ""SUN"", ""JIN"", ""CLAIRE"", ""CHARLIE"", ""SAWYER"", ""KATE""]"
3,10,3,"[""CARMEN"", ""HURLEY"", ""DAVID"", ""JIN"", ""CHARLIE"", ""DESMOND"", ""SAWYER"", ""SAYID"", ""KATE"", ""LOCKE""]"
3,10,4,"[""DAVID"", ""CARMEN"", ""HURLEY"", ""SAWYER"", ""JIN""]"
3,10,5,"[""DAVID"", ""HURLEY"", ""LYNN"", ""SAWYER"", ""JIN"", ""CHARLIE""]"
3,10,6,"[""DAVID"", ""HURLEY"", ""SAWYER"", ""JIN"", ""CHARLIE"", ""SAYID"", ""KATE"", ""LOCKE"", ""DANIELLE""]"
3,11,1,"[""SAWYER"", ""HURLEY"", ""BACKGROUND VOICE"", ""PAULO"", ""SAYID"", ""LOCKE""]"
