season,episode,character,sentence
2,22,MICHAEL,"John, John, I was hoping I could borrow one of these guns."
2,22,LOCKE,Is it supposed to be a secret?
2,22,MICHAEL,Jack's asleep.
2,22,LOCKE,More target practice?
2,22,MICHAEL,"Well, you know, just want to stay sharp."
2,22,LOCKE,You got a date?
2,22,MICHAEL,"No. Old habits, you know."
2,22,LOCKE,"Yes, I do."
2,22,MICHAEL,"Thanks, man. Hey, can I just get a couple of these bullets? I promise I won't..."
2,22,MICHAEL,Damn! I'm sorry...
2,22,LOCKE,"Naw, that's alright. I got it."
2,22,MICHAEL,Come on. Where are you?
2,22,MICHAEL,You okay?
2,22,MONITOR,"ok, no time, come soon?"
2,22,MICHAEL,I'm ready. Coming NOW. You said north -- north WHERE?
2,22,MONITOR,when they take me out. there's huge rocks with a big HOLE in the middle by the beach. you'll know when you see.
2,22,MICHAEL,It's gonna be okay. I'm coming.
2,22,MICHAEL,"I'm coming, Walt."
2,22,JACK,Locke.
2,22,JACK,John.
2,22,MICHAEL,Stay in there. Stay.
2,22,JACK,"Michael, what are you..."
2,22,MICHAEL,"Stay in there, Jack!"
2,22,JACK,"Hey, whatever's going on..."
2,22,MICHAEL,"Look, I'm going after my son. I'm going after my son and nobody is going to stop me, okay. Okay, that is my right. That is a father's right."
2,22,JACK,Hey. What are you doing out here?
2,22,MICHAEL,Nothing. Just getting some air.
2,22,JACK,Come on. We should talk.
2,22,JACK,How many?
2,22,SAWYER,Rifles and pistols? 11 total.
2,22,JACK,That's it?
2,22,SAWYER,"That's it. In case you forgot, they took 5 of 'em right off us."
2,22,JACK,How long would it take us to get to their camp?
2,22,MICHAEL,"We leave now, move fast? Middle of the night tomorrow. Look, they have no idea I know where they are. They won't be expecting us. So we get the guns and we go. Right now. Just the 5 of us."
2,22,JACK,"No, no, 5 is not enough. You said there's at least 20 of them. They've got our guns and we're not even sure if what you saw was..."
2,22,MICHAEL,"Hey, I know what I saw! We take too many people, they'll hear us coming. I'm not taking a damn army across the Island, Jack."
2,22,JACK,"Michael, you sure you're in the best place to be making decisions for all of us right now?"
2,22,MICHAEL,"You got a son, Jack?"
2,22,HURLEY,"They're dead! Ana Lucia and Libby are dead. I mean, we haven't even buried them yet."
2,22,JACK,"Me and you will take Libby, okay. Can you?"
2,22,KATE,"Yeah, of course."
2,22,JACK,"Sawyer, would you?"
2,22,SAWYER,Yeah.
2,22,JACK,"You should stay here. We'll bury them tonight, then we'll figure out what's next."
2,22,MICHAEL,"Hey, put your hands up. Put 'em up! Don't move."
2,22,PICKETT,Relax buddy. I ain't movin'. Why don't you just put that down...
2,22,MICHAEL,Shut up!
2,22,PICKETT,"You're Walt's old man, aren't you?"
2,22,MICHAEL,What?
2,22,TOM,What are you doing?! We need him.
2,22,TOM,Bag him quick. His friends are right behind us.
2,22,EKO,Hello.
2,22,MICHAEL,"I didn't hear you come in, man."
2,22,EKO,I left my shoes outside. They were muddy.
2,22,MICHAEL,Did you find him? Henry?
2,22,EKO,No.
2,22,MICHAEL,I hear you're a priest.
2,22,EKO,Yes.
2,22,MICHAEL,"I guess you believe in hell, then."
2,22,EKO,"For a brief time I served in a small parish in England. Every Sunday after Mass, I would see a young boy waiting in the back of the church. And then one day, the boy confessed to me that he had beaten his dog to death with a shovel. He said that the dog had bitten his baby sister on the cheek; and he needed to protect her. And he wanted to know whether he would go to hell for this. I told him that God would understand -- that he would be forgiven, as long as he was sorry. But the boy did not care about forgiveness. He was only afraid that if he did go to hell -- that dog would be there waiting for him."
2,22,JACK,"Hey, are you alright?"
2,22,MICHAEL,Yeah.
2,22,JACK,I was coming back to check on you.
2,22,MICHAEL,"Yeah, man. I had to get out of there. Just -- I have to get my son back."
2,22,JACK,"We're going to help you do that, Michael."
2,22,MICHAEL,"But, it's got to be the way I said, man. Just the 5 of us. Otherwise, it won't work. It won't work."
2,22,JACK,I promise. We're going to figure that out.
2,22,MICHAEL,"No, I already have figured it out. It's got to be just the people who already know. You, me, Kate, Sawyer, Hurley. That's it. Anybody else -- look, it puts him in more danger. You don't get to decide this. It's my son. It's my call. And that's the way it has to be."
2,22,JACK,Then that's the way it'll be.
2,22,CHARLIE,"Hey. Hey, Aaron. Hey, big guy. Hi. Have you seen Eko?"
2,22,CLAIRE,No.
2,22,CHARLIE,"You know, we're building a church."
2,22,CLAIRE,"Is there something you want, Charlie?"
2,22,CHARLIE,"Yeah, I found something on the pallet I thought you might need."
2,22,CLAIRE,Vaccine?
2,22,CHARLIE,"I don't know what we need a vaccine for, but I figured if anyone should have it, you and the baby should. It's alright. It's a pneumatic injector. You just put into your leg and it goes right in. Quite painless, really."
2,22,CLAIRE,You seem to know a lot about it.
2,22,CHARLIE,I tried it. I wanted to make sure it was safe before giving it to you and the baby.
