season,episode,character,sentence
5,9,CO-PILOT,Wanna hear something crazy?
5,9,LAPIDUS,What's that?
5,9,CO-PILOT,"Did you see the big guy when we got on in L.A.? Sitting in first class, curly hair, guitar case?"
5,9,LAPIDUS,What about him?
5,9,CO-PILOT,"He's one of the Oceanic Six. Guy's got nerves of steel, man. He survives a full-on commercial airliner crash. Now he's back flying over the same South Pacific?"
5,9,LAPIDUS,"Yeah, well... maybe he doesn't believe that lightning will strike twice in the same place."
5,9,CO-PILOT,"You all right there, Frank?"
5,9,LAPIDUS,I'm just fine.
5,9,HURLEY,Dude... you might wanna fasten your seat belt.
5,9,LAPIDUS,"Oh, no."
5,9,CO-PILOT,What?
5,9,LAPIDUS,Autopilot off! I have the controls.
5,9,CO-PILOT,Autopilot off. You have the controls.
5,9,LAPIDUS,Pull that rudder!
5,9,FEMALE FLIGHT ATTENDANT,Aah!
5,9,CO-PILOT,What?
5,9,AUTOMATED FEMALE VOICE,Stall.
5,9,CO-PILOT,What?!
5,9,AUTOMATED FEMALE VOICE,Stall.
5,9,LAPIDUS,We've lost power!
5,9,AUTOMATED FEMALE VOICE,Stall.
5,9,CO-PILOT,Restarting one. Restarting two.
5,9,CO-PILOT,Altimeter reading 650.
5,9,LAPIDUS,"Oh, my God."
5,9,LAPIDUS,Give me more power! I can pull us out of this!
5,9,CO-PILOT,You're gonna rip us apart!
5,9,LAPIDUS,Do it!
5,9,LAPIDUS,Come on. Come on.
5,9,CO-PILOT,Is that a runway?
5,9,LAPIDUS,Massive instrument failure! We're puttin' her down!
5,9,CO-PILOT,Mayday! Mayday! Mayday! This is Ajira 3-1-6! Mayday! Mayday! Mayday!
5,9,AUTOMATED MALE VOICE,4...8...15...16...
5,9,LAPIDUS,Full flaps!
5,9,CO-PILOT,Gear down! Airspeed 190!
5,9,CO-PILOT,We're coming in too steep!
5,9,LAPIDUS,Reverse thrusters!
5,9,CO-PILOT,Come on!
5,9,LAPIDUS,We're runnin' out! We're runnin' out!
5,9,LAPIDUS,Hold on! Brace for impact!
5,9,LAPIDUS,Hey!
5,9,CAESAR,"Hey. Hey, lady. Are you okay?"
5,9,ILANA,Jarrah?
5,9,CAESAR,No. My name is Caesar. We had an accident. But we're okay now.
5,9,CAESAR,Hey.
5,9,ILANA,Ohh.
5,9,SUN,Frank?
5,9,LAPIDUS,Sun.
5,9,LAPIDUS,You all right?
5,9,SUN,"Oh, my God. What happened?!"
5,9,LAPIDUS,I don't know.
5,9,LAPIDUS,Where's everyone else? Jack and... Kate and Hurley--where'd they go?
5,9,BEN,They're gone.
5,9,LAPIDUS,Gone? Gone where?
5,9,BEN,How would I know?
5,9,HURLEY,You're alive. Dude! I can't believe it!
5,9,HURLEY,Oh! Oh!
5,9,SAWYER,"Easy on the ribs there, Kong."
5,9,HURLEY,"""Kong."" I actually missed that."
5,9,SAWYER,"Missed you, too, Hugo."
5,9,JACK,Sawyer.
5,9,SAWYER,Doc.
5,9,SAWYER,"Good to see you, Kate."
5,9,KATE,"You, too, James."
5,9,SAWYER,"You're really here. Son of a bitch actually did it! Locke said he was gonna bring you back, but... where is he?"
5,9,JACK,John's dead.
5,9,SAWYER,Dead? How?
5,9,JACK,Doesn't matter. He's gone.
5,9,HURLEY,So what's up with you guys and the old DHARMA jumpsuits?
5,9,SAWYER,You didn't tell 'em?
5,9,JIN,No. I was waiting for you.
5,9,KATE,Tell us what?
5,9,SAWYER,We're in the DHARMA Initiative.
5,9,JACK,They came back to the Island?
5,9,SAWYER,No. We came back. And so did you. It's 1977.
5,9,HURLEY,Uh... what?
5,9,JACK,"So you're telling me that you've been here, living with the DHARMA Initiative for the past three years."
5,9,SAWYER,That's right. How long's it been for you since the chopper?
5,9,KATE,Three years.
5,9,MILES,"Hey, Jin, this is Miles. Where are you? Over."
5,9,JIN,"If I don't report in soon, they'll send out a patrol. What should we do with them?"
5,9,HURLEY,"Dude, your English is awesome."
5,9,SAWYER,What we do is we bring 'em in.
5,9,JACK,Bring us in where?
