season,episode,character,sentence
1,20,JACK,"C'mon, out of the way! I need room. Steady."
1,20,KATE,"Boone, can you hear me? It's okay, we've got you."
1,20,HURLEY,What happened?
1,20,KATE,He fell down a cliff.
1,20,HURLEY,But he was with Locke.
1,20,JACK,Hold steady.
1,20,SUN,"Jack, his leg."
1,20,JACK,"I know. He's bleeding. Keep him steady, damn it. You've got to press harder than that, Kate."
1,20,KATE,I know. I'm trying.
1,20,JACK,"Alright, slow now. Slow and gentle. Easy. Sun, pair of scissors - second drawer in the cart. Second drawer! Diapers in the first drawer. Sun's going to switch places with you. Sun, I need..."
1,20,SUN,"Yes, I understand."
1,20,JACK,"Hurley, grab me that first class seat from up there. Also, I need that mesh. We need to create some kind of sterile -- . Hurley, I swear to god, if you faint!"
1,20,HURLEY,No -- first class -- mesh - I'm cool. Lord in heaven.
1,20,JACK,"Get to the beach. Ransack Sawyer's stuff. I want his alcohol - rubbing, scotch."
1,20,KATE,"Jack, what's going on?"
1,20,JACK,"His lung just collapsed. Okay. Okay, okay, good Boone. Good, Boone, that's good. Good job. Alright, a little bit of tube in that and you're going to be just fine. What are you still doing here? The alcohol, Kate! You want him to live -- get to the beach, now!"
1,20,MARC,"Alright, damn it, just get the stupid clip-on, huh?"
1,20,JACK,You know why they call it a tie? Because you've got to tie it.
1,20,MARC,You know why they call it a clip-on? Because you clip it -- on.
1,20,JACK,"You nervous, Silverman?"
1,20,MARC,What the hell do I have to be nervous about?
1,20,JACK,It's a big responsibility.
1,20,MARC,I can handle responsibility.
1,20,JACK,Maybe. But I know that you don't like to get up in front of crowds.
1,20,MARC,"I'll be fine. After about 8 beers, I'll be fine."
1,20,JACK,"She'll bust you, man."
1,20,MARC,I'll brush my teeth.
1,20,JACK,"She'll bust you. You can still back out, Marc."
1,20,MARC,"Nah, it's just a stupid speech. I'll make you proud."
1,20,TUX SHOP OWNER,"Okay, groom's turn."
1,20,MARC,"You can still back out, Jack."
1,20,BOONE,"Oh, it hurts."
1,20,JACK,It's a closed fracture but I think I can set it.
1,20,SUN,"His chest, the wound. Can you -- sew him?"
1,20,JACK,He's lost a lot of blood. I wonder how far Locke had to carry him.
1,20,BOONE,I'm going to die.
1,20,JACK,"Boone, listen to me. Listen! You are not going to die. I'm going to fix this, okay? I am going to save you."
1,20,MICHAEL,"You've got to flip it or it'll burn, Walt."
1,20,SAWYER,"Hey, mamacita. You want some fish?"
1,20,CLAIRE,"No, thanks. I'm not really hungry. How long do you think 'til it's ready?"
1,20,MICHAEL,"Maybe a week, maybe less. You okay?"
1,20,CLAIRE,"Yeah, I'm fine. Alright, I'll see you guys later."
1,20,SAWYER,She likes me.
1,20,MICHAEL,"Hey, Jin! Jin! Want some fish? Hey, take a break. Eat some fish."
1,20,SAWYER,The man's got what I call an overzealous work ethic.
1,20,MICHAEL,"Try obsession. He wants off this Island bad, man."
1,20,SAWYER,"Can't say I blame poor Kato. His lady speaks English all this time and he didn't have a clue? I'm surprised he didn't try to swim out of here. Hell, I would've."
1,20,KATE,"Sawyer, I need all your alcohol. Now!"
1,20,SAWYER,How'd it happen?
1,20,KATE,Locke said that he fell off a cliff while they were out hunting boar.
1,20,SAWYER,Boar they never seem to get.
1,20,KATE,Is that it?
1,20,SAWYER,Afraid so. You need anything else? I could come with you.
1,20,KATE,"Too many cooks already, but thanks."
1,20,BOONE,I'm sorry. I'm really sorry. I'm sorry.
1,20,JACK,He needs blood.
1,20,SUN,What?
1,20,JACK,Blood. A transfusion.
1,20,SUN,How will you do that?
1,20,JACK,I don't know. I'll figure it out. After I set the leg.
1,20,SUN,Let me.
1,20,JACK,That's okay.
1,20,SUN,Let me. Get some air.
1,20,CHARLIE,How is he?
1,20,JACK,Don't know yet.
1,20,CHARLIE,What happened out there? Where's Locke? Do you think that...
1,20,JACK,I don't know!
1,20,CHARLIE,"What, he just took off?"
1,20,JACK,"Yeah, Charlie. He just took off."
1,20,CHARLIE,Where's Shannon?
1,20,JACK,I don't know.
1,20,CHARLIE,"Well, she's his sister. You don't think..."
1,20,JACK,I don't know where she is!
1,20,MARC,"And here she is, the future Mrs. Jack Shepard."
