season,episode,character,sentence
2,18,LIBBY,Isn't this nice?
2,18,HURLEY,I kind of prefer breathing.
2,18,LIBBY,"Come on, you're doing great. You know, exercise is addictive."
2,18,HURLEY,"Wow, I can -- I can see why."
2,18,HURLEY,I guess I need to drop a few pounds.
2,18,LIBBY,Don't be so hard on yourself. It's not going to happen overnight. Some people's metabolisms are just a little slower.
2,18,HURLEY,It's not my metabolism. I'm sick.
2,18,LIBBY,What? What's wrong?
2,18,HURLEY,Never mind.
2,18,LIBBY,"Hurley, you can trust me."
2,18,HURLEY,"Okay, but it's bad."
2,18,HURLEY,"When we first crashed here, I thought, this isn't all bad -- it's, like, the all mango diet. I wasn't turning any heads or nothing but I did drop a couple belt sizes. Then we found this hatch and it was full of food -- tons of food. I tried giving it all away, but I guess I kind of kept some of it for myself. I wish I could just get rid of it."
2,18,LIBBY,Then get rid of it.
2,18,LIBBY,You want to change -- then change.
2,18,LIBBY,How do you feel?
2,18,HURLEY,I feel free.
2,18,JIN,뭘 찾았대! 뭘 찾았대!
2,18,SUN,They found something. Come on!
2,18,Charlie,Risotto. Nice.
2,18,HURLEY,No.
2,18,LIBBY,Where did this come from?
2,18,JIN,누가 여기다 떨어뜨렸나봐.
2,18,CHARLIE,Locke said some kind of blast doors trapped him in the Hatch. Maybe it was because of this -- so no one would see who dropped it. Any of you guys see a plane last night?
2,18,SAWYER,"Yeah, I saw it, Tattoo. I just decided not to tell."
2,18,REDSHIRT #1,"Hey, give those back, man. Those are mine."
2,18,REDSHIRT #2,"No, man. I saw them first."
2,18,HURLEY,No.
2,18,REDSHIRT #1,"No, you saw me put those in my box."
2,18,REDSHIRT #2,No way.
2,18,REDSHIRT #1,"Give me my stuff, man!"
2,18,SAWYER,"Hold on, take it easy. You guys are like locusts. How about a little order here?"
2,18,CHARLIE,Shouldn't we let someone a little more trustworthy take care of this?
2,18,SAWYER,"Like you, babynapper?"
2,18,CHARLIE,"No, like Hurley. Why not Hurley? He's done it before, he can do it again."
2,18,HURLEY,"No. No way! Not me, no! Not again, no!"
