season,episode,character,sentence
5,14,MAN,He's coding!
5,14,MAN,Gunshot wound. He's crashing!
5,14,DOCTOR,Bay 7. Now!
5,14,PENNY,Is he gonna be okay?
5,14,DOCTOR,"You're gonna have to wait here, ma'am."
5,14,PENNY,Where are you--where are you taking him? What's happening?
5,14,DOCTOR,"Please, ma'am, wait here. We'll let you know as soon as we know anything."
5,14,PENNY,"Well, what's happening? Is he gonna be okay?"
5,14,DOCTOR,We're going to do everything we can. Please just wait.
5,14,CHARLIE HUME,Daddy!
5,14,PENNY,He's gonna be okay. He's gonna be okay.
5,14,MS. HAWKING,How old is your son?
5,14,PENNY,He's 2.
5,14,MS. HAWKING,He has his father's hair.
5,14,PENNY,I'm sorry. Do I know you?
5,14,MS. HAWKING,"Uh, no, but your husband does. I'm Eloise Hawking, and I believe it's my son's fault that Desmond has been shot."
5,14,PENNY,Your son is Benjamin Linus?
5,14,MS. HAWKING,"Good lord, no. My son is Daniel Faraday."
5,14,FARADAY,"Hey, can I get a hand with this?"
5,14,MILES,"Yeah, yeah."
5,14,MILES,Dan.
5,14,FARADAY,"Hey, Miles. Long time no see."
5,14,DR. CHANG,"All right, ladies and gentlemen, you know why you're here. I wish you could all get a good night's sleep, but, uh..."
5,14,MILES,"What the hell are you doing back here, Dan? Once you left for Ann Arbor, I figured you'd gotten rich, invented the DVD or something."
5,14,CHANG,The shuttle will pick you up at the motor pool...
5,14,FARADAY,This is what I'm doing back here. When did they get here?
5,14,MILES,"A few days ago. It's weird, huh? LaFleur managed to--"
5,14,FARADAY,"We don't have time. I need you to take me to Jack's right now, okay?"
5,14,FARADAY,Jack. How did you get back here?
5,14,JACK,Faraday? What the--
5,14,FARADAY,How did you do it?
5,14,JACK,Whoa.
5,14,FARADAY,How did you get back to the Island?
5,14,JACK,Where have you been?
5,14,FARADAY,I was--I was just at DHARMA headquarters in Ann Arbor. I was doing some research. What's more important right now... how did you get back here to 1977?
5,14,JACK,What's going on?
5,14,MILES,Don't look at me. I just carried his luggage.
5,14,FARADAY,"Jack, how?"
5,14,JACK,"Uh... we were on a plane, and then--"
5,14,FARADAY,Who told you to get on a plane?
5,14,JACK,"As a matter of fact, Dan, it was your mother."
5,14,FARADAY,"And how did she convince you, Jack? Did she tell you it was your destiny?"
5,14,JACK,Yeah. That's exactly what she said.
5,14,FARADAY,"Well, I got some bad news for you, Jack. You don't belong here at all. She was wrong."
5,14,BOY,"What's wrong, mom? Didn't you like it?"
5,14,WOMAN,"I loved it. It was beautiful, Daniel."
5,14,ELOISE,Daniel... do you know what destiny means?
5,14,DANIEL,No.
5,14,ELOISE,"Destiny means that, if one has a special gift, then it must be nurtured."
5,14,ELOISE,How many beats has that metronome counted since you started playing?
5,14,DANIEL,864.
5,14,ELOISE,"Your gift, Daniel, is your mind--a mind that is meant for science, mathematics. And it's my... job to keep you on your path. So... unfortunately, there's no more time..."
5,14,ELOISE,...for distractions.
5,14,DANIEL,But I want to keep playing the piano. I can do both. I can make time.
5,14,ELOISE,If only you could.
5,14,FARADAY,"Miles, I need you to bring me to the Orchid. Can you drive me right now? Please?"
5,14,MILES,"Yeah, yeah, sure. I guess."
5,14,FARADAY,Thanks. Come on. Let's go.
5,14,JACK,Faraday! Wait up!
5,14,FARADAY,"Miles, come on. Jack, we'll be right back."
5,14,JACK,"Hey, what did you mean, you mother was wrong? Daniel!"
5,14,FARADAY,I just--I just have an errand to run. Be right back!
5,14,SAWYER,Yeah?
5,14,JACK,Faraday's back.
5,14,SAWYER,What do you mean Faraday's back? Why?
5,14,JACK,"I have no idea. He came in on the sub, and he woke me up. He--he started talking nonsense, and then he took off for the Orchid."
5,14,SAWYER,"I'd love to trade theories about this, but I'm a little busy right now."
5,14,JACK,What are you busy with at 6:00 in the morning?
5,14,JULIET,"James, tell him."
5,14,SAWYER,Get in here.
5,14,SAWYER,Phil--one of my security guys--got himself a videotape of me and Kate taking the kid out to the Hostiles.
5,14,JACK,And where's the tape?
5,14,SAWYER,With Phil.
5,14,JACK,And where is Phil?
5,14,SAWYER,"Phil, Jack. Jack... Phil."
5,14,MILES,Are we... waiting for something?
5,14,FARADAY,Right on time.
5,14,FARADAY,I'll be back in ten minutes.
5,14,TONY,So what do you want me to do?
5,14,DR. CHANG,"You're gonna do nothing. If you drill even 1 centimeter further, you risk releasing that energy. If that were to happen... then God help us all."
5,14,SEALS,Hey! You need a hard hat down here.
5,14,DR. CHANG,Watch yourself!
5,14,FARADAY,"Sorry, sir. Won't happen again."
5,14,MAN,Come on. I'll grab the rest of his stuff. Let's go.
5,14,TONY,Did you hear that? Time travel. How stupid does that guy think we are?
5,14,FARADAY,"Dr. Chang? Dr. Chang? Do you have a second, sir?"
5,14,DR. CHANG,I suppose.
5,14,FARADAY,"I just came in on the sub with the Swan team. We actually met three years ago, I'm Daniel Faraday."
5,14,DR. CHANG,"Yes. Yes. Uh, you arrived with LaFleur. I remember."
5,14,FARADAY,Right.
5,14,DR. CHANG,What can I do for you?
5,14,FARADAY,"I need you to order the evacuation of every man, woman and child on this Island."
5,14,DR. CHANG,And why would I do that?
5,14,FARADAY,A man is on a stretcher as a consequence of the electromagnetic activity that your drilling unleashed down here.
5,14,DR. CHANG,Which is now contained.
5,14,FARADAY,"It's contained down here. But in about six hours, the same thing is gonna happen at the site for the Swan station, only the energy there is about 30,000 times more powerful, sir. And the accident... it's gonna be catastrophic."
5,14,DR. CHANG,That is utterly absurd. What could possibly qualify you to make that kind of prediction? Hmm?
5,14,FARADAY,I'm from the future.
5,14,FARADAY,"Dr. Chang, wait! Will you wait one second, please? Wait one--one second."
5,14,DR. CHANG,"Yes, yes, you're from the future. You heard me talking about time travel. Now you've had your fun. Good for you."
5,14,FARADAY,"No, no. Please, Dr. Chang. Just look at my journal, please. Look at these equations. Some of them won't be discovered for another 20 years. Dr. Chang--"
5,14,MILES,"Hey! Hey! Hey! Hey! Hey, Dan! Leave the man alone. Sorry, Dr. Chang. I think he had too many drugs on the sub--"
5,14,FARADAY,Dr. Chang... Miles is your son.
5,14,DR. CHANG,Excuse me?
5,14,FARADAY,Think about it. A Chinese man named Miles--the same name as your baby--shows up with me from the future. You--you really think this is all coincidence?
5,14,DR. CHANG,Is this true?
5,14,MILES,No.
5,14,DR. CHANG,Please... stay away from me.
5,14,FARADAY,Dr. Chang...
5,14,FARADAY,Dr. Chang! If you--
5,14,MILES,Hey! Hey! Hey! Are you out of your mind? What are you doing?
5,14,FARADAY,I'm just making sure that your father does what he's supposed to do.
5,14,MILES,And what's that?
5,14,FARADAY,You'll see.
5,14,FARADAY,"Hi, Mom. I want you to meet Theresa."
5,14,THERESA,Dan's told me so much about--
5,14,MS. HAWKING,"Pleased to meet you. Well done, Daniel. Ah..."
5,14,THERESA,You must be so proud of him.
5,14,MS. HAWKING,"Daniel, I thought we could celebrate your accomplishment with lunch. There's a nice restaurant nearby. I reserved us a table."
5,14,FARADAY,We would love to.
5,14,MS. HAWKING,"Actually, I was hoping it would be just the two of us. You do understand, don't you? It's just that I don't get to see my son very often."
5,14,FARADAY,Mother...
5,14,THERESA,"I understand. It's okay, Dan. Really."
5,14,MS. HAWKING,"Is there something bothering you, Daniel?"
5,14,FARADAY,You were so rude to Theresa.
5,14,MS. HAWKING,was I?
5,14,FARADAY,Theresa is my girlfriend.
5,14,MS. HAWKING,She is your research assistant. You should be focusing your energies on your work.
5,14,FARADAY,On my work.
5,14,MS. HAWKING,Yes. That is what is important.
5,14,FARADAY,Yes. You've made it abundantly clear. Why would I waste my gift on a woman--
5,14,MS. HAWKING,"I'm sorry to tell you, Daniel, but you're not going to have time for relationships. The women in your life will only be terribly hurt."
5,14,FARADAY,What does that mean?
5,14,MS. HAWKING,"It means that your work will always comes first, that's all."
5,14,FARADAY,"Only because that's what you always push me to do. You pushed and you pushed and you pushed. And when will it be enough, Mother? When? I'm the youngest doctor to ever graduate from Oxford. I just got a new 1.5 million pound research grant. What else do I have to do?"
5,14,MS. HAWKING,A grant? That's wonderful! From whom?
5,14,FARADAY,"I don't know. Um... some industrialist. Widmore, I think. Charles Widmore."
5,14,MS. HAWKING,"I don't want to fight with you, Daniel. That's not why I came."
5,14,FARADAY,Why did you come?
5,14,MS. HAWKING,"To congratulate you. Good luck, Daniel. And I do hope you know that I mean that."
5,14,SAWYER,"All right, people. Party's over. I know y'all just showed up. The rest of us have been here for the past three years. This is our home. The last thing I wanna do is leave. But we ain't got no choice."
5,14,HURLEY,"Well, that dude in the closet--I thought he worked for you. Can't you convince him that it was all, like, a misunderstanding?"
5,14,SAWYER,"I punched the man in the damn face, Hugo. What am I supposed to say--""My fist slipped""?"
5,14,KATE,How much time do we have before someone realizes he's gone?
5,14,SAWYER,Not enough.
5,14,JULIET,So where do we go?
5,14,SAWYER,"We only got two options. We can either commandeer the sub, get the hell off this Island before anyone knows we're gone, or we can head back in the jungle, start from square one."
5,14,JIN,I'm not getting on that sub if there's a chance that my wife is still on this Island.
5,14,HURLEY,"Yeah, me neither. After all we did to get back here? And now we're just gonna run off again? It'd be kinda wishy-washy."
5,14,SAWYER,Right. That's two votes for square one. Anybody else wanna--
5,14,SAWYER,Hold your horses. Be right there.
5,14,FARADAY,"Hey, James."
5,14,SAWYER,"Welcome to the meeting, Twitchy. Good to see you again. Pound cake's in the kitchen. Help yourself to the punch. Is he still crazy?"
5,14,MILES,"It's on a whole new level, man."
5,14,SAWYER,Great.
5,14,FARADAY,"Jack, I'm sorry I was rude before, but what I came to do is of critical importance to everyone in this room. Does anyone know where I can find the Hostiles?"
5,14,JULIET,"Why do you need to know that, Daniel?"
5,14,FARADAY,Because one of them is my mother. And she is the only person on this island who can get us back to where we belong.
5,14,NEWSCASTER,"This haunting footage comes to us from the Christiane I, a salvage vehicle in the Indian Ocean."
5,14,CAROLINE,"How do you want your eggs, Dan?"
5,14,NEWSCASTER,"For more than two months, it's been scouring the depths of the Sunda Trench off Bali..."
5,14,CAROLINE,So what happened? They found that missing plane?
5,14,NEWSCASTER,...in search of the long-missing Oceanic Flight 815.
5,14,CAROLINE,Dan?
5,14,NEWSCASTER,"Late last night, the Christiane deployed two remotely operated vehicles, or ROVs..."
5,14,CAROLINE,"Dan...? Dan, why are you so upset?"
5,14,NEWSCASTER,...that verified what the national transportation safety board had long feared...
5,14,FARADAY,I don't know.
5,14,NEWSCASTER,...that the commercial aircraft...
5,14,NEWSCASTER,"...on September 22nd, 2004..."
5,14,CAROLINE,"You have a visitor, Dan."
5,14,CAROLINE,Would you like some tea?
5,14,WIDMORE,"That would be lovely. Hello, Daniel."
5,14,FARADAY,"I'm sorry, sir. I don't... D--did Caroline tell you I have a condition that affects my memory?"
5,14,WIDMORE,Just... don't be embarrassed. We've never met. My name is Charles Widmore.
5,14,FARADAY,"Charles... Charles Widmore from... my research grant? It's very nice to meet you, sir. Please, sit down. Um..."
5,14,FARADAY,"Mm, a bit of a mess. I meant to thank you before I... before I left Oxford."
5,14,WIDMORE,"You mean, before you were dismissed."
5,14,FARADAY,I tested it... I tested it out on myself first.
5,14,WIDMORE,"It's all right, Daniel."
5,14,FARADAY,I would never hurt Theresa.
5,14,WIDMORE,"Please, it's all right. That's not why I'm here. I came to offer you a new opportunity."
5,14,FARADAY,"N--no, I... I'm sorry. I--I can't. I don't think I--I can..."
5,14,WIDMORE,Did I say something to upset you?
5,14,FARADAY,It's this plane crash. I don't know why it's bothering me so much. it's just so sad. They're dead.
5,14,WIDMORE,"Daniel, what if I told you... they're not dead? What if I told you the plane was a fake? An elaborate... expensive fake."
5,14,FARADAY,How would you know that?
5,14,WIDMORE,Because I put it there.
5,14,FARADAY,Well... why would you tell me that?
5,14,WIDMORE,"Because come tomorrow, you won't remember I did. Daniel, the real Oceanic Flight 815 crashed on an island--a special island with unique scientific properties. I want to send you to the Island. It will further your research, show you things you'd never dream of. But more importantly, it will heal you, Daniel--your mind, your memory."
5,14,FARADAY,H--heal me? W--why are you doing all this for me?
5,14,WIDMORE,"Because you're a man of tremendous gifts, and it would be a shame to see them go to waste."
5,14,FARADAY,You sound like my mother.
5,14,WIDMORE,That's because we're old friends.
5,14,SAWYER,Your mother is an Other?
5,14,FARADAY,"You met her, actually, when the Island was skipping, back in 1954. They were calling her ""Ellie""."
5,14,HURLEY,You guys were in 1954? Like... Fonzie times?
5,14,JULIET,You still haven't told us why you need to find her.
5,14,FARADAY,I just need to talk to her.
5,14,SAWYER,"I thought you said we were supposed to lay low. ""Whatever happened, happened""?"
5,14,FARADAY,"Just tell me where they are, and I'll go--"
5,14,SAWYER,"I'm not telling you anything, and you ain't going anywhere unless you wanna share with us what the hell it is you're doing."
5,14,JACK,"Sawyer, he said he can get us back to where we belonged. Whether we go on the sub or we head back into the jungle... we don't belong here."
5,14,SAWYER,"Well, I belonged here just fine till you came back, Doc."
5,14,JACK,You know where the Hostiles are.
5,14,KATE,What?
5,14,JACK,You and Sawyer took Ben out to them. Can you get us back out there?
5,14,SAWYER,"Whoa, hold on a second. Don't say a word, Kate."
5,14,JACK,"She can say what she wants to say. Kate... You made me promise to never ask what happened to Aaron, or why you came back here. But I know that reason isn't... it isn't here. It's not now."
5,14,SAWYER,"Whatever her reason is, helping H.G. Wells here talk to his mommy ain't got nothing to do with it. Come with us, Freckles."
5,14,JULIET,The code for the fence is 1-4-1-7-1-7. You should take Daniel. It's over here for us anyway.
5,14,KATE,Okay. Let's go.
5,14,DANIEL,"Great. Great. Thank you. Hey, Miles, can you drive us?"
5,14,SAWYER,"When you realize you've made a huge mistake... we'll be back at the beach, right where we started."
5,14,SAWYER,"All right, the rest of us--pack anything you can carry, meet back here in 20 minutes."
5,14,SAWYER,Time to go.
5,14,KATE,"These people are not gonna be happy to see us. It might be a good idea to bring some guns. There's a gun safe in the motor pool, but it's locked."
5,14,JACK,Good thing I'm a janitor then.
5,14,KATE,"Hey, Dan?"
5,14,FARADAY,I'll meet you at the motor pool. I need just a minute. Okay?
5,14,CHARLOTTE,I'm not allowed to have chocolate before dinner.
5,14,FARADAY,"It's okay, sweetheart. I won't tell."
5,14,CHARLOTTE,My name's Charlotte. What's yours?
5,14,FARADAY,I'm Daniel. I'm new here. Listen. Do you know Dr. Chang?
5,14,CHARLOTTE,Uh-huh.
5,14,FARADAY,"Yeah? Hopefully really soon, Dr. Chang is gonna ask a bunch of people to get on the submarine and leave the Island. When he does, you and your mommy... you're gonna have to leave. In case what I do doesn't work, you cannot be here. You have to leave. I tried to avoid telling you this. I didn't think I could change things. But maybe I can."
5,14,FARADAY,"Hey, how long will it take us to get up there?"
5,14,KATE,"Uh, it depends. We can take the road until we hit the pylons, but then once we're in their territory, we gotta go on foot."
5,14,FARADAY,"Okay. Uh, do you have something for a beginner?"
5,14,JACK,Let's go.
5,14,KATE,That's ready to go.
5,14,RADZINSKY,What's going on here? Aren't you one of the physicists off the sub?
5,14,FARADAY,"Yeah, that's right. Uh, we were just making sure that--"
5,14,RADZINSKY,You're supposed to be out at the Swan site.
5,14,FARADAY,"Right. Uh, there was--there was an accident at the Orchid station. Dr. Chang asked us to help."
5,14,RADZINSKY,He's got a gun.
5,14,RADZINSKY,I just left Dr. Chang. He's at home with his wife and baby. You're lying. Now drop the guns and get down on the ground!
5,14,FARADAY,Hey. Listen to me. Listen. You really do not understand what's happening here. You have no idea. We have no time. We have to leave. All right? So we're just gonna leave. Okay? Nobody's--no...
5,14,FARADAY,Aah!
5,14,RADZINSKY,Aah!
5,14,KATE,Are you okay?
5,14,KATE,I think we can make it to the Jeep.
