season,episode,character,sentence
1,9,SAWYER,"Ow, easy, Jackass."
1,9,JACK,"You want it easy, quit moaning. I've got to change these bandages."
1,9,SAWYER,"Well, try not taking my skin off with them. How'd I score the house call, Dr. Quinn. Trying to ease your conscience?"
1,9,JACK,"My conscience is fine, thanks."
1,9,SAWYER,"Of course, what do you have to feel guilty about? I mean, you just let that damn Arab torture me -- stood by and watched. You figure you patch me up -- buy you a ticket into heaven? Only reason you're here..."
1,9,JACK,I'm here because no one else wants anything to do with you.
1,9,SAWYER,She does.
1,9,JACK,Change your own bandages.
1,9,JACK,"Looking for someone, or just admiring the view?"
1,9,KATE,"It's been two days since Sayid took off on his own. I keep looking up, thinking I'm going to see him coming back."
1,9,JACK,He'll come back when he's found what he's looking for -- the French transmission.
1,9,KATE,He isn't looking for anything. He left because of what happened -- for what he did.
1,9,JACK,It was an accident.
1,9,KATE,"Well, accidents happen when you torture people, Jack."
1,9,JACK,"Sayid's a trained soldier, Kate. He can take care of himself."
1,9,SAYID,Hello? Hello?
1,9,SHANNON,"You, get him out of there, he's drinking our water."
1,9,JACK,What's going on out there?
1,9,HURLEY,"Uh, you know, the usual -- people yelling at each other over nothing."
1,9,SULLIVAN (a redshirt),"Doc, what do you think this is, this, this, this, uh, rash. It's bad, right, like some kind of a tropical disease?"
1,9,JACK,It's hives.
1,9,SULLIVAN,What's that? Is that like poison ivy?
1,9,JACK,"It's a common rash, Sullivan. It's brought on by heat and stress."
1,9,SULLIVAN,Okay.
1,9,JACK,Just try to relax; it'll clear up.
1,9,SULLIVAN,Right.
1,9,JACK,Try to keep your mind off it.
1,9,SULLIVAN,"Okay, What is that? Is it like aloe? Isn't that for sunburn, or something?"
1,9,HURLEY,Try to keep your mind off it? What else has that guy got to do but stress?
1,9,JACK,I've got enough on my plate without having to treat hypochondriacs.
1,9,HURLEY,"Yeah, but that's like my point, man. We're all fried. I'm mean, have you taken a look at everybody out there? Everybody's way tense. Dude, I'm just saying, it'd be sweet if we could have, I don't know, something to do."
1,9,JACK,"We're surviving here Hurley, and that's what my main concern is, keeping us alive. Things could be worse."
1,9,HURLEY,How?
1,9,SAYID,What? Who are you?
1,9,DANIELLE,Where is Alex?
1,9,SAYID,I don't know what you're talking about.
1,9,DANIELLE,Where is Alex?
1,9,SAYID,Please listen...
1,9,DANIELLE,Where is Alex?
1,9,SAYID,I don't know any Alex.
1,9,SAYID,Stop!
1,9,PRISONER,Stop.
1,9,SAYID,Arabic
1,9,SAYID,"And all the pain will stop. Your Shiite friends have already implicated you in the bombing. You planted the device in the Baathist headquarters, didn't you? You killed two soldiers. Confess it. Confess it, and perhaps it will only cost you your hands instead of your life."
1,9,SAYID,He doesn't know anything. Your sources were wrong.
1,9,OMAR,"Perhaps. But that's really not the point, is it? You handled yourself very well in there."
1,9,SAYID,Did I?
1,9,OMAR,"I'll put in for your reassignment to Intelligence Division, if you wish it."
1,9,SAYID,"Yes, sir, very much so."
1,9,OMAR,"Good, now stop calling me sir when it's just the two of us."
1,9,SAYID,"You're my superior officer, Omar -- for now."
1,9,OMAR,And I'll enjoy it while it lasts.
1,9,OMAR,"That reminds me, Sayid. In addition to your increased responsibility... Communications officer..."
1,9,SAYID,I'm willing to make that sacrifice.
1,9,ETHAN,Hi
1,9,HURLEY,Yo. What's this?
1,9,LOCKE,They were in the jungle. They must have fallen from the plane.
1,9,HURLEY,What are you guys doing out in the jungle at night?
1,9,ETHAN,Best time to hunt.
1,9,LOCKE,"Ethan here has some experience -- spotted some tracks, looked like they might be rabbit or some other rodent."
1,9,HURLEY,"Rodent, yum."
1,9,ETHAN,Figured people are starting to get tired of eating boar meat.
1,9,HURLEY,"You got that right. Alright, well, I'll take a look at these , and see if there's anything useful."
1,9,ETHAN,Okay.
1,9,WALT,"Mr. Locke, are you going back out to hunt?"
1,9,LOCKE,For a bit.
1,9,WALT,"Can I go with you? I mean, I just want to learn how to do what you do-"
1,9,MICHAEL,Walt!
1,9,WALT,I was just. I was talking to Mr. Locke and...
1,9,MICHAEL,"I know what you're doing. It's not going to happen, man. Get back to bed."
1,9,HURLEY,"Whoa, dude."
1,9,SAYID,"Please just listen to me! I keep telling you I don't know who Alex is! I'm a survivor of a plane crash. I found a wire on the beach, I followed it. I thought it might have something to do with the transmission we picked up on our receiver. A recording, a mayday, with a French woman repeating on a loop for 16 years."
1,9,DANIELLE,"Si quelqu'un m'entend, je vous en prie, venez à notre aide... Il les a tués. Il les a tous tués... 16 years. Has it really been that long?"
1,9,SAYID,You.
1,9,DANIELLE,You just happened to hear my distress call? I know what you are.
1,9,SAYID,Rousseau.
1,9,DANIELLE,How do you know my name?
1,9,SAYID,"I read it. There, on the jacket."
1,9,SAYID,What is this place? Those batteries -- they wouldn't be able to produce enough power to transmit your distress call all these years.
1,9,DANIELLE,It broadcasts from somewhere else. But they control it now.
1,9,SAYID,They?
1,9,DANIELLE,You. And the others like you.
1,9,SAYID,I don't know who you think I am. I've already told you I'm not...
1,9,DANIELLE,Sayid?
1,9,SAYID,How do you know my name?
1,9,DANIELLE,"My name was on a jacket, your's is on the envelope you carry. Who is she? The woman in the photographs."
1,9,SAYID,Nadia. Her name is Nadia.
1,9,OMAR,"We cannot tie Noor Abed-Jazeem directly to the bombing, but we know where her sympathies lie. She's a known associate of Kurdish and Shiite insurgents."
1,9,SAYID,You think she knows who orchestrated the bombing?
1,9,OMAR,"That, my friend, is exactly what you will find out."
1,9,SAYID,"Noor Abed-Jazeem, I'm going to ask you some questions. If you refuse to cooperate I'm going to hurt you. Do you understand?"
1,9,NADIA,"Nobody calls me Noor, Sayid. You of all people should know that."
1,9,NADIA,What? You don't remember me? Am I so different from the little girl in the school yard who used to push you in the mud?
1,9,SAYID,Nadia?
1,9,NADIA,"And your mother would tell my mother, ""why must you pick on little Sayid."" And I'd answer, because he ignores me."
1,9,SAYID,You had enough attention with your family's wealth and your charm.
1,9,NADIA,"Such things matter little to children. But then you always were older than your years, weren't you, Sayid?"
1,9,SAYID,"Not old enough to understand that being pushed in the mud was a sign of affection. Now you're a traitor to your country. Tell me what you know about the bombing in Najaf. Tell me, or I swear I will hurt you."
1,9,NADIA,"Oh, I know Sayid. This is not my first interrogation by the Republican Guard. This is where they burned me with acid -- they pierced my hands with a drill. Would you like to see the soles of my feet? Where they flayed the skin off? These are the handiworks of your friends. The people you swear allegiance to."
1,9,SAYID,"If you were innocent, I am sorry. But this bombing is a different matter, Nadia."
1,9,NADIA,"Go on, Sayid, do your work. I'm not going to tell you anything."
1,9,SAYID,Then I'm going to hurt you.
1,9,NADIA,I know.
1,9,DANIELLE,You have a bullet wound.
1,9,SAYID,I was a soldier.
1,9,DANIELLE,You were. And are you still?
1,9,SAYID,That was a long time ago.
1,9,DANIELLE,"Tell me more about her, the woman -- Nadia."
1,9,SAYID,Alex. Who is he?
1,9,WALT,I'm bored. Can I take Vincent to the beach?
1,9,MICHAEL,"I'll take you later, man. I'm in the middle of something."
1,9,WALT,But there's nothing to do around here.
1,9,MICHAEL,"Well, you've got to figure out stuff to do. You know what I'm saying? You've got to find a way to entertain yourself."
1,9,HURLEY,Come on. Come on. I know I saw it. Yes.
1,9,JACK,"Hurley, uh..."
1,9,HURLEY,"Hold on, man. I'm busy."
1,9,HURLEY,"Dude, can I borrow this?"
1,9,MICHAEL,What?
1,9,HURLEY,"Thanks, man."
1,9,JACK,"Hurley, what are you doing?"
1,9,DANIELLE,"So, you heard my transmission -- came looking for me, for answers?"
1,9,SAYID,I didn't know you were alive.
1,9,DANIELLE,Still lying.
1,9,SAYID,I'm not lying.
1,9,DANIELLE,Lies!
1,9,SAYID,Nothing...
1,9,DANIELLE,Like this plane crash which you survived. You claim there were others?
1,9,SAYID,"More than 40, yes."
1,9,DANIELLE,Then why are you alone?
1,9,SAYID,I left them.
1,9,DANIELLE,Why?
1,9,SAYID,"There was -- I did something, something I'm ashamed of."
1,9,DANIELLE,"But Nadia, you left her, too?"
1,9,SAYID,She wasn't on the plane. She's dead -- because of me.
1,9,DANIELLE,I'm so sorry. I want to show you something.
1,9,MICHAEL,"See, this junction here -- re-route some of the spring's water flow into a couple of suspended basins, pop in some hose, you got showers. This way you keep the drinking water separate."
1,9,JACK,This is -- you drew this?
1,9,MICHAEL,I was an artist in a previous life.
1,9,JACK,I thought you were in construction.
1,9,MICHAEL,"I am. I mean, I was -- long story."
1,9,CHARLIE,"Hey, Jack. Hurley's all worked up about something, said we should come see it."
1,9,HURLEY,"Welcome, to the first, and hopefully last, Island Open."
1,9,JACK,What?
1,9,HURLEY,"It's two holes for now, 3 par, and no waiting."
1,9,JACK,"Hurley, you built a golf course?"
1,9,HURLEY,Rich idiots fly to tropical islands all the time to whack balls around.
1,9,MICHAEL,"All the stuff we've got to deal with, man -- this is what you've been wasting your time on?"
1,9,HURLEY,"Dudes, listen. Our lives suck. Everyone's nerves are stretched to the max. I mean, we're lost on an Island, running from boars and monsters -- freakin' polar bears!"
1,9,MICHAEL,Polar bears?
1,9,CHARLIE,You didn't hear about the polar bear?
1,9,HURLEY,"Look, all I'm saying is, if we're stuck here, then just surviving's not going to cut it. We need some kind of relief, you know. We need some way that we can, you know, have fun. That's right, fun. Or else we're just going to go crazy waiting for the next bad thing to happen."
1,9,DANIELLE,"It's a music box, but it's broken. It has been for a long time. It was a gift from my love for our anniversary."
1,9,SAYID,You mean Alex?
1,9,DANIELLE,Robert. This was such a comfort to me in the first few years here.
1,9,SAYID,"I could fix it for you. I could take a look at it, if you freed my hands. I'm very good with mechanical things. I need my hands."
1,9,DANIELLE,What is written on the back of your photograph?
1,9,SAYID,What are you doing?
1,9,DANIELLE,Did she write it? Or did you? Perhaps you don't want to tell me because it causes too much pain.
