season,episode,character,sentence
1,15,VOICE,Over here. Jack!
1,15,LOCKE,Where's Jack? We need the doctor.
1,15,VOICE,He's right there. Right there.
1,15,CHARLIE,What happened?
1,15,VOICE,Jack!
1,15,LOCKE,Doctor!
1,15,CHARLIE,Claire?
1,15,MICHAEL,Is she alive?
1,15,WALT,What happened?
1,15,CHARLIE,Is she alright?
1,15,JACK,Where did you find her?
1,15,LOCKE,About a mile north. We were looking for the dog.
1,15,JACK,Was she conscious?
1,15,LOCKE,She collapsed in my arms.
1,15,CHARLIE,Did she say anything?
1,15,HURLEY,"Charlie, man! Is she injured?"
1,15,WALT,Is she alright?
1,15,JACK,"Everybody needs to back off, okay? Just give her some air. . Claire, can you hear me? Wake up now. Hey, Claire, Claire. Wake up now. . Hey."
1,15,JACK,Claire? It's okay. It's okay.
1,15,CHARLIE,Claire. You're safe.
1,15,CLAIRE,Who are you? Who are you?! Who are you people?!
1,15,CLAIRE,I don't understand. I don't know any Ethan. I don't remember. I don't remember any of you. I don't remember any of this.
1,15,CHARLIE,What do you remember?
1,15,CLAIRE,"Um, I was on a plane flying to LA from Sydney."
1,15,JACK,"Claire, we were all on that plane. It crashed here -- on this Island. That was almost a month ago."
1,15,CLAIRE,"No, I'm, I'm due."
1,15,JACK,"Your baby's fine. He's kicking, everything's normal. Okay?"
1,15,CLAIRE,"Well, if it's been almost a month then why hasn't somebody come to get us?"
1,15,JIN,도대체 무슨 일이 일어나는 거지?
1,15,SUN,저도 모르겠어요.
1,15,JIN,저 여자… 괜찮을까?
1,15,SUN,제 생각엔 괜찮은 것 같아요.
1,15,JIN,애기는?
1,15,SUN,애기도 무사하겠죠.
1,15,BOONE,You think she escaped?
1,15,LOCKE,"You were right beside me, Boone, you know as much as I do."
1,15,BOONE,"Well, where did she come from? I mean, we were out pretty deep. Nothing's out there. She didn't say anything at all about Ethan?"
1,15,LOCKE,Apparently she doesn't even remember Ethan.
1,15,BOONE,The guy pretends to be one of us -- he drags her through the jungle for almost two weeks -- she doesn't remember him?
1,15,LOCKE,Apparently.
1,15,BOONE,You think he's around?
1,15,LOCKE,I sure hope not.
1,15,CHARLIE,"Claire, here's your journal. It might help. And this is where you sleep. It's quite cozy, isn't it? When he -- Ethan -- when he took you away, he took me, too. The others came after us. They got me back, but you, you were gone."
1,15,CLAIRE,"Who is he, Ethan?"
1,15,CHARLIE,Ethan? Ethan's the bad guy.
1,15,CLAIRE,"So, we were together when..."
1,15,CHARLIE,Yeah.
1,15,CLAIRE,Why did he leave you?
1,15,CHARLIE,Why don't we leave that lovely story for the morning. You've had enough for one day.
1,15,CLAIRE,"Ah, I won't be sleeping."
1,15,CHARLIE,"Oh, lucky for me. I'm not much of a sleeper myself. Finally, I'll have someone to stay up with."
1,15,CLAIRE,We're friends?
1,15,CHARLIE,"Yeah. Yeah, we're friends."
1,15,TOMMY,"How's that feel, mate?"
1,15,CHARLIE,Sodding fantastic.
1,15,TOMMY,"Good, 'cause, uh, we're almost out."
1,15,CHARLIE,"But we're not out yet. Carpe Diem, my friend."
1,15,TOMMY,"Look, save your French for someone who appreciates it."
1,15,CHARLIE,"Latin, Tommy. It's Latin."
1,15,TOMMY,"Well, is it Latin for I've got a pile of money so we can score vast quantities of illicit substances?"
1,15,CHARLIE,No.
1,15,TOMMY,I suppose you ought to clean up then. It's time to put you to work.
1,15,TOMMY,"Miss Lucy Heatherton, 22, and right in oh so many wonderful ways. Just graduated from Oxford, lives in Knightsbridge with her dear old dad, Mr. Francis Price Heatherton who, my friend, is bloody loaded."
1,15,CHARLIE,"How you amass this information never ceases to amaze me, Tommy."
1,15,TOMMY,"Ready to fall in love, Mr. Charlie Pace of the legendary rock band Drive Shaft?"
1,15,CHARLIE,Absolutely.
1,15,CHARLIE,"Seriously, ladies. I demand you stop buying me more drinks. I'm a man of high moral standing. Your obvious plans to take me home and ravish me will not work, saucy sirens. I believe in monogamy. I will not be shared like a common curry."
1,15,LUCY,Are we that obvious?
1,15,CHARLIE,Dreadfully. Call yourself ladies? Jane Austen would be ashamed. I personally...
1,15,SAYID,The girl is pregnant. Very pregnant. Are we supposed to believe that she escaped from him?
1,15,CHARLIE,What are you getting at?
1,15,SAYID,"Ethan infiltrated us. Whoever he is and wherever he comes from, he's intelligent. Who's to say he didn't even send Claire?"
1,15,CHARLIE,"You're off your head, mate! That-"
1,15,JACK,"Charlie, calm down. That's a stretch, Sayid."
1,15,SAYID,"Then tell me, doctor, how many times have you diagnosed actual amnesia and such a selective brand of it?"
1,15,JACK,"Okay, it's rare. But she's been through a major trauma. It is possible that her memory reset to the crash."
1,15,LOCKE,And the chances of that memory returning?
