season,episode,character,sentence
3,4,DESMOND,"You've, um, you've got a problem with your roof."
3,4,CLAIRE,What?
3,4,DESMOND,"Look, maybe you should move down the beach, just for tonight. That way I can fix it -- make some improvements."
3,4,CLAIRE,"That's really nice of you to offer, but, um, Aaron just feel asleep so I should just..."
3,4,DESMOND,"No, it'll be worth it. I promise."
3,4,CHARLIE,"Whatcha doing, brother?"
3,4,DESMOND,I was just offering to fix this roof here.
3,4,CHARLIE,Fine. If there's a problem I'll fix it. I'm quite handy. I was building a church before Eko exploded.
3,4,DESMOND,"Right, well, just trying to help, huh."
3,4,CLAIRE,Thanks. What was all that about?
3,4,CHARLIE,I don't know. We're going to have to get that guy another button to push.
3,4,JULIET,"How are you doing today, Jack?"
3,4,JACK,Great.
3,4,JULIET,You seem frustrated.
3,4,JACK,Am I going to keep watching cartoons or are you going to tell me why I'm here?
3,4,JULIET,"I hope you like blueberry. If not, I can..."
3,4,JACK,Should I talk to Benjamin?
3,4,JULIET,Sorry?
3,4,JACK,Should I talk to Benjamin? Because I'm starting to think that you're just the person who brings me my food.
3,4,JULIET,You can talk to him all you want. But he won't tell you anything.
3,4,JACK,You work for him?
3,4,JULIET,"No, I don't work for him."
3,4,JACK,He's in charge?
3,4,JULIET,"Well, it doesn't work that way over here, Jack. We make decisions together."
3,4,JACK,"Really? Because when I was holding that broken plate at your neck he seemed happy to just let you die. I mean, it felt like he made that decision on his own."
3,4,JULIET,You don't know what you're talking about. I don't answer to him.
3,4,BEN,"Juliet, I need you."
3,4,JULIET,Can it wait?
3,4,BEN,"The sub is back. We have a situation, so come with me now."
3,4,PICKETT,Time for work.
3,4,SAWYER,"Sound a little stuffy there, Chinatown. You need to blow your nose?"
3,4,PICKETT,Just give me an excuse.
3,4,SAWYER,I thought I just did. What do I got to do -- talk about your mother?
3,4,VOICE,"Danny, are you there?"
3,4,PICKETT,Yeah?
3,4,PICKETT,"Hold on. Okay, go."
3,4,PICKETT,What? Where are they?
3,4,TOM,"She's hurt bad, Juliet."
3,4,JULIET,Keep her steady.
3,4,PICKETT,"She's going to be fine, right? She's going to be okay?"
3,4,KATE,What happened?
3,4,SAWYER,We happened.
3,4,KATE,What?
3,4,SAWYER,Been on this rock long enough to realize they ain't in the business of shooting each other. We did it. Our team.
3,4,KATE,You smiling?
3,4,SAWYER,Damn right I'm smiling. 'Cause we just got our ticket outta here.
3,4,KATE,What are you doing? Whenever you're ready to fill me in.
3,4,SAWYER,"Shush up, I'm thinking."
3,4,SAWYER,You know that chick they brought in on the stretcher -- that's broken nose man's girl.
3,4,KATE,They call him Pickett.
3,4,SAWYER,"Well, Pickett is distracted at the moment."
3,4,KATE,So?
3,4,SAWYER,"Watch and learn, little lady. There's juice pumping into this box from somewhere. Next time someone comes to pull me out, I'm going to wait until they step in my little swimming hole, then I grab 'em. Zap! They fall back from the shock -- I snag the keys. Bet the bears never thought of that."
3,4,KATE,You're both going to get electrocuted.
3,4,SAWYER,"Yeah, but I felt the jolt. I can take it. The other guy -- he ain't going to be ready for it. What, you think I'm crazy?"
3,4,KATE,"No, I'm actually impressed."
3,4,SAWYER,"Well, wipe the stars out of eyes, sweetheart -- 'cause we're going to do this."
3,4,KATE,"So, what about Jack?"
3,4,SAWYER,"What about him? We don't even know if he's here. Hell, we don't even know if he's alive. We gotta take care of us. It's every man for himself, Freckles."
3,4,GUARD,"Alright, Ford. That's enough."
3,4,PRISON TOUGH,"The problem is I was following your hands, not your eyes."
3,4,SAWYER,The problem is you old and dumb.
3,4,SAWYER,Who's the punching bag?
3,4,PRISON TOUGH,"Just got here -- name's Munson. Rumor has it he ripped off the government for 10 mil, but they never found the money."
3,4,SAWYER,I'll be damned.
3,4,PRISON TOUGH,"If your buddy the warden didn't keep breaking up the fights, Munson would be a dead man."
3,4,SAWYER,That son of a bitch.
3,4,SAWYER,"You get little mints on your pillow at night, too?"
3,4,MUNSON,Sorry?
3,4,SAWYER,"You're here, what, a week? And you're on tote bag duty? I've been here 9 months; I'm still pushing trash."
3,4,MUNSON,What does that mean?
3,4,SAWYER,"You think the warden's breaking up those fights because you're cute, Costanza? He's making a play for that 10 mil. First step -- butter you up, give you a plum job. Step two -- warden will reach out to your wife -- use her against you. Textbook con."
3,4,MUNSON,And you're telling me this out of the kindness of your...
3,4,SAWYER,"Advice is free, Murgatroyd. Last 9 months that warden's made my life a living hell. He gets that 10 mil you ain't got? I might just have to kill myself."
3,4,WARDEN HARRIS,Hey.
3,4,SAWYER,"Well, howdy, warden."
3,4,WARDEN HARRIS,"He bothering you, Munson?"
3,4,SAWYER,"So what brings you to the sewing shop, Boss?"
3,4,WARDEN HARRIS,"Don't think I can't extend your stay, Ford. All it takes is one call. One call. How about you get that trash?"
3,4,SAWYER,"Oh, yeah, the big kahuna."
3,4,SAWYER,Lunch already?
3,4,BEN,What do you weigh?
3,4,SAWYER,What?
3,4,BEN,What do you weigh?
3,4,SAWYER,"180, give or take."
3,4,BEN,How old are you?
3,4,SAWYER,32.
3,4,BEN,Don't lie.
3,4,SAWYER,35.
